region,species,mean_intensity,std_intensity,entropy,energy,uniformity,contrast
wing,Slaty_Backed_Gull,77.41320148102382,22.36760424571245,3.3759466614839924,0.3265289123011212,0.3265289123011212,6218.022004704968
wing,Glaucous_Winged_Gull,152.55374525338203,19.289687697074825,3.160758331878154,0.36291225707519786,0.36291225707519786,4225.109882134019
wingtip,Slaty_Backed_Gull,83.16503200281885,57.396665079759224,3.557156129521974,0.2982176310236193,0.2982176310236193,7527.3848950576075
wingtip,Glaucous_Winged_Gull,152.32995998240037,25.087378986223275,3.0255350991227328,0.3929372341624179,0.3929372341624179,4742.928702981348
head,Slaty_Backed_Gull,167.0324403335892,33.220890762383476,3.4891590401492065,0.29301042342005246,0.29301042342005246,6676.244927003256
head,Glaucous_Winged_Gull,185.3467229462851,35.95865971319472,3.758997367828879,0.2500079510862701,0.2500079510862701,8691.57721818693
