region,ones_kl_divergence,ones_mean_slaty,ones_mean_glaucous,ones_mean_diff_pct,trans_kl_divergence,trans_mean_slaty,trans_mean_glaucous,trans_mean_diff_pct
wing,0.0145119196201972,2.4845974803738304,2.4643139897959183,0.8163692806635336,0.006946936002801954,3.2759487044859807,3.2813693822448986,0.16519559755291507
wingtip,0.02552313199180736,2.514826577818183,2.436718532886597,3.1059018391379873,0.014577417684068653,3.252525723636363,3.224634918762886,0.8575121995436424
head,0.0053136422850537934,2.4481464323655917,2.394738361170212,2.1815717593237434,0.0028942776595004523,3.200217184301075,3.1489985729787238,1.6004729795717754
