image_name,species,mean_wing_intensity,mean_wingtip_intensity,std_wingtip_intensity,percentage_darker,mean_darker_wingtip_intensity,std_darker_wingtip_intensity,wing_pixel_count,wingtip_pixel_count,darker_wingtip_pixels,diff_gt_25,pct_diff_gt_25,diff_gt_50,pct_diff_gt_50,diff_gt_75,pct_diff_gt_75,diff_gt_100,pct_diff_gt_100,dark_lt_30,pct_dark_lt_30,dark_lt_50,pct_dark_lt_50,dark_lt_75,pct_dark_lt_75,dark_lt_100,pct_dark_lt_100,intensity_0_25,pct_0_25,intensity_25_50,pct_25_50,intensity_50_75,pct_50_75,intensity_75_100,pct_75_100,intensity_100_125,pct_100_125,intensity_125_150,pct_125_150,intensity_150_175,pct_150_175,intensity_175_200,pct_175_200,intensity_200_225,pct_200_225,intensity_225_255,pct_225_255
028.png,Slaty_Backed_Gull,157.03111022229723,115.81711848080363,50.735547386484,73.37278106508876,94.34058514628657,41.68278444858904,266655,7267,5332,4273,58.80005504334663,2665,36.67262969588551,2033,27.975780927480393,1651,22.719141323792485,125,1.7201045823586072,1234,16.980872437044173,1914,26.338241365075,2422,33.32874638778038,51,0.7018026696023119,1183,16.27906976744186,680,9.357368928030823,508,6.99050502270538,1308,17.999174349800466,1197,16.471721480666023,1315,18.09550020641255,1025,14.104857575340581,0,0.0,0,0.0
032.png,Slaty_Backed_Gull,192.6234761772395,106.0096557620257,33.875275167895765,99.79380924840957,105.82487968352358,33.6648895634822,1557140,39769,39687,38250,96.18044205285524,35614,89.55216374563102,23020,57.88428172697328,11914,29.95800749327365,890,2.2379240111644747,2667,6.706228469410848,7138,17.94865347381126,14083,35.41200432497674,655,1.647011491362619,2012,5.059216978048228,4471,11.242425004400411,6945,17.46335085116548,15646,39.342201211999296,6854,17.234529407327315,2242,5.63755689104579,933,2.34604842968141,11,0.02765973496944857,0,0.0
038.png,Slaty_Backed_Gull,113.32703509266234,104.85961174242425,34.50223611331522,60.108901515151516,83.08979913351713,21.621876055106824,173911,8448,5078,2739,32.421875,1236,14.630681818181818,50,0.5918560606060606,0,0.0,27,0.31960227272727276,275,3.2552083333333335,2057,24.348958333333336,3467,41.03929924242424,8,0.0946969696969697,267,3.1605113636363638,1782,21.09375,1410,16.69034090909091,3043,36.02035984848485,910,10.771780303030303,777,9.197443181818182,234,2.7698863636363638,17,0.2012310606060606,0,0.0
040.png,Slaty_Backed_Gull,196.3097137014315,132.11605210341978,37.39990130284828,97.80803588996892,130.43856119739277,36.04339949194642,1013399,25411,24854,21614,85.05765219786706,15114,59.478178741489906,10439,41.080634370941716,4241,16.689622604383928,101,0.3974656644760143,264,1.03892015268978,2099,8.260202274605485,4727,18.602180158199204,68,0.26760064538979184,196,0.7713195072999882,1835,7.221282121915706,2628,10.341977883593719,7310,28.76706937940262,3567,14.03722797213805,6539,25.73295029711542,2855,11.235291802762584,357,1.404903388296407,56,0.22037700208571093
041.png,Slaty_Backed_Gull,180.98489064205967,122.21364379084967,35.53539220239014,96.13459967320262,119.5031072396027,33.469451818587174,520958,19584,18827,15778,80.56576797385621,12394,63.28635620915033,5168,26.38888888888889,2594,13.245506535947712,143,0.730187908496732,633,3.232230392156863,2196,11.213235294117647,4314,22.028186274509803,82,0.4187091503267974,551,2.8135212418300655,1563,7.981004901960784,2118,10.814950980392158,6257,31.94955065359477,4217,21.532883986928105,3552,18.137254901960784,1186,6.055964052287582,47,0.23999183006535948,11,0.056168300653594766
042.png,Slaty_Backed_Gull,171.42179682401567,132.89835294117648,46.42704537039819,79.13949579831933,115.94070676180768,35.69471280691735,503579,14875,11772,9328,62.70924369747899,5943,39.95294117647059,2797,18.803361344537812,1519,10.211764705882354,216,1.4521008403361344,925,6.218487394957983,1641,11.031932773109244,3006,20.208403361344537,95,0.6386554621848739,830,5.579831932773109,716,4.81344537815126,1365,9.176470588235293,3594,24.161344537815125,3158,21.230252100840335,2213,14.877310924369747,1585,10.655462184873949,1204,8.094117647058823,115,0.773109243697479
043.png,Slaty_Backed_Gull,200.57813378302416,139.97918385171528,19.74551823360357,99.76223979814645,139.82572957198443,19.516526954621014,1029294,41218,41120,39184,95.0652627492843,35246,85.51118443398515,5204,12.62555194332573,1651,4.005531563879859,23,0.055800863700325096,125,0.30326556358872336,479,1.162113639671988,1651,4.005531563879859,7,0.016982871560968508,118,0.28628269202775486,354,0.8588480760832646,1172,2.8434179242078703,3173,7.6980930661361535,30182,73.22528992187878,4009,9.726333155417537,2076,5.036634480081518,127,0.30811781260614296,0,0.0
045.png,Slaty_Backed_Gull,181.592099000476,106.90171228259405,37.84486892367056,98.95510314143185,105.96573336058314,36.903059545154235,389426,14834,14679,14074,94.87663475798841,10089,68.01267358770392,6230,41.998112444384525,3712,25.023594445193474,541,3.647027099905622,1284,8.655790750977484,3256,21.949575299986517,5881,39.645409195092356,372,2.5077524605635704,912,6.148038290413914,1972,13.293784549009033,2625,17.69583389510584,2589,17.453148173115814,5358,36.11972495618174,726,4.894162060132129,231,1.5572333827693137,45,0.30335715248752865,4,0.026965080221113658
046.png,Slaty_Backed_Gull,183.5870042900492,134.37659409307656,39.89879503683825,86.18267844601338,123.75303452712846,31.869553693435915,1402370,54106,46630,40480,74.81610172624109,30561,56.483569289912396,10223,18.894392488818244,4653,8.599785606032603,353,0.6524230214763612,1973,3.6465456696115033,3813,7.047277566258825,7551,13.955938343252134,211,0.3899752338003179,1762,3.2565704358111853,1840,3.400731896647322,3738,6.90866077699331,14570,26.928621594647545,15146,27.993198536206705,7581,14.011385058958343,4815,8.899197870846116,4439,8.204265700661665,4,0.007392895427494178
047.png,Slaty_Backed_Gull,143.0820396571705,113.91624601487779,27.888895185054995,86.73618490967057,107.14978175970595,22.98848086455954,314092,15056,13059,8365,55.559245483528166,3060,20.32412327311371,772,5.127523910733262,323,2.145324123273114,41,0.27231668437832096,408,2.709883103081828,1039,6.900903294367694,4387,29.137885228480343,3,0.019925611052072262,405,2.6899574920297558,631,4.191020191285865,3348,22.236981934112645,5261,34.94287991498406,4063,26.98591923485654,1128,7.492029755579171,203,1.3482996811902233,14,0.09298618490967056,0,0.0
055.png,Slaty_Backed_Gull,157.33464820479793,116.94420257044338,30.549774565642185,92.26428894848664,111.65084937712345,24.735593635918494,791635,28711,26490,23599,82.19497753474279,8007,27.888265821462156,4015,13.984187245306675,1209,4.210929608860716,16,0.05572776984431054,599,2.086308383546376,2943,10.250426665737871,6618,23.050398801852946,2,0.006965971230538818,597,2.079342412315837,2344,8.164118282191495,3675,12.799972136115079,11148,38.828323639023374,7814,27.216049597715163,1978,6.8893455470028915,874,3.0441294277454634,126,0.43885618752394556,153,0.5328967991362196
057.png,Slaty_Backed_Gull,160.75937983459153,122.49051667756704,35.3311660129865,84.4045424817171,112.2601437024514,27.471287156094423,687752,16819,14196,10875,64.65901658838219,6537,38.8667578334027,2399,14.263630417979666,528,3.1393067364290386,28,0.16647838753790356,200,1.189131339556454,1473,8.757952315833284,4541,26.999227064629288,21,0.12485879065342767,179,1.0642725489030262,1273,7.56882097627683,3068,18.241274748796005,4700,27.94458647957667,3733,22.195136452821217,2746,16.326773292110115,796,4.732742731434687,225,1.3377727570010107,78,0.463761222427017
059.png,Slaty_Backed_Gull,186.76900283432104,115.67746494798733,27.583249405339078,99.1406603346902,114.93305200729927,26.488903951745783,257997,17688,17536,16848,95.25101763907735,14391,81.36024423337857,6684,37.78833107191316,2135,12.070330167345093,133,0.7519222071460877,374,2.1144278606965177,1121,6.337630031659883,4132,23.36047037539575,85,0.48055178652193575,289,1.6338760741745815,747,4.223202170963365,3011,17.022840343735865,8320,47.03753957485301,3489,19.725237449118048,1347,7.615332428765265,328,1.854364540931705,62,0.35052012663952964,10,0.05653550429669833
061.png,Slaty_Backed_Gull,176.957700054935,139.14610944848226,42.96162329500519,77.71483539974348,125.73855040572136,39.378666930253765,235732,9356,7271,4629,49.47627191107311,3767,40.26293287729799,1991,21.280461735784524,1013,10.82727661393758,22,0.235143223599829,250,2.672082086361693,971,10.378366823428815,1918,20.500213766566908,15,0.16032492518170158,235,2.5117571611799914,721,7.706284737067123,947,10.121846943138094,1671,17.860196665241556,971,10.378366823428815,2388,25.523728088926887,2282,24.390765284309534,123,1.314664386489953,3,0.03206498503634032
066.png,Slaty_Backed_Gull,206.4156002437538,105.66465863453816,31.340883841778798,100.0,105.66465863453816,31.340883841778798,3282,1494,1494,1482,99.19678714859438,1348,90.22757697456493,1199,80.25435073627844,930,62.24899598393574,5,0.33467202141900937,32,2.14190093708166,183,12.248995983935743,801,53.6144578313253,4,0.2677376171352075,28,1.8741633199464525,151,10.107095046854083,618,41.365461847389554,337,22.55689424364123,171,11.44578313253012,146,9.772423025435073,39,2.610441767068273,0,0.0,0,0.0
068.png,Slaty_Backed_Gull,209.75047525935585,114.75244299674267,29.018313080394027,99.8371335504886,114.5725938009788,28.697083450183616,3547,1842,1839,1804,97.9370249728556,1669,90.60803474484256,1488,80.78175895765473,921,50.0,11,0.5971769815418024,16,0.8686210640608035,99,5.374592833876222,476,25.841476655808904,9,0.4885993485342019,7,0.3800217155266015,83,4.505971769815418,377,20.466883821932683,870,47.23127035830619,267,14.495114006514658,142,7.709011943539632,78,4.234527687296417,7,0.3800217155266015,2,0.10857763300760044
072.png,Slaty_Backed_Gull,178.52216849883683,130.6086721518227,36.17123253420787,89.76037475226714,123.09748427672956,29.660577041196518,439681,16651,14946,12249,73.56314936039877,9540,57.29385622485136,3040,18.257161732028106,1167,7.008588072788421,89,0.5345024322863492,227,1.36328148459552,1013,6.08371869557384,2516,15.110203591375893,75,0.45042339799411446,152,0.9128580866014053,786,4.72043721097832,1503,9.026484895802053,5664,34.015975016515526,3618,21.72842471923608,2785,16.72572217884812,1506,9.044501831721819,439,2.6364782895922168,123,0.7386943727103478
076.png,Slaty_Backed_Gull,191.4686166971359,107.55087503837888,29.961763679353815,99.93245317777095,107.49164311171194,29.885043939461777,418896,16285,16274,16109,98.91925084433528,14801,90.88731961928154,8793,53.994473441817625,3477,21.350936444580903,142,0.8719680687749463,1268,7.786306416948112,2548,15.64630027632791,4290,26.343260669327602,73,0.448265274792754,1195,7.338041142155357,1280,7.859993859379798,1742,10.696960392999692,8709,53.47866134479582,2385,14.645379183297514,818,5.023027325759902,82,0.5035308566165183,1,0.006140620202640466,0,0.0
082.png,Slaty_Backed_Gull,123.56929119132224,112.62003698466225,35.39412103574405,61.08452083106711,93.42854598878105,28.987331256180404,514907,18386,11231,4905,26.67790710323072,2798,15.218100728815404,1069,5.814206461438051,258,1.4032415968671816,448,2.4366365713042533,1118,6.080713586424453,2798,15.218100728815404,5023,27.31969977156532,280,1.5228978570651581,838,4.557815729359295,1680,9.13738714239095,2225,12.101599042749918,6816,37.07168497770043,4326,23.528771891656692,1573,8.555422604155336,545,2.964211900358969,74,0.40248014793864895,29,0.15772870662460567
088.png,Slaty_Backed_Gull,223.71234281233976,116.10230408831269,29.27398784977752,100.0,116.10230408831269,29.27398784977752,476400,15581,15581,15581,100.0,15496,99.45446376997626,14457,92.78608561709774,9523,61.11931198254285,413,2.65066427058597,1023,6.5656889801681535,1515,9.72338104101149,2370,15.210833707720942,243,1.5595918105384763,780,5.006097169629677,492,3.1576920608433348,855,5.487452666709454,8172,52.448494961812465,3915,25.126756947564346,1049,6.732558885822476,75,0.48135549707977665,0,0.0,0,0.0
089.png,Slaty_Backed_Gull,233.48362584706115,124.19890234670704,26.611794408143524,100.0,124.19890234670704,26.611794408143524,532461,15852,15852,15852,100.0,15768,99.47009841029522,14424,90.99167297501893,9528,60.105980317940954,8,0.05046681806712087,20,0.12616704516780217,443,2.7946000504668183,3197,20.167802170073177,4,0.025233409033560434,16,0.10093363613424174,423,2.668433005299016,2754,17.37320211960636,4486,28.299268231138026,5261,33.18824123139036,2722,17.171334847337874,172,1.0850365884430988,14,0.08831693161746151,0,0.0
093.png,Slaty_Backed_Gull,154.55022496505288,114.11709024152373,34.71417009777492,86.0822672250588,104.53002332555815,26.457598406915828,444958,17431,15005,12653,72.58906545809191,6647,38.133210946015716,2627,15.070850783087602,670,3.8437266938213526,84,0.4819000631059607,491,2.8168206069646033,2126,12.196661120991337,5767,33.084734094429464,71,0.4073202914348001,420,2.409500315529803,1635,9.379840514026734,3641,20.888072973438128,6342,36.38345476450003,2478,14.21605186162584,1961,11.250071711318915,720,4.1305719694796625,117,0.6712179450404452,46,0.26389765360564515
0H5A2453.png,Slaty_Backed_Gull,149.27116808749446,123.36315898713158,35.02525353757726,79.59941884599418,110.60692028891033,25.513101374026355,1364932,48180,38351,33213,68.93524283935243,8005,16.61477791614778,3549,7.36612702366127,1952,4.051473640514736,966,2.004981320049813,1952,4.051473640514736,3549,7.36612702366127,8005,16.61477791614778,318,0.660024906600249,1634,3.391448733914487,1597,3.314653383146534,4456,9.248650892486507,25208,52.320464923204646,5138,10.66417600664176,5947,12.343295973432959,2882,5.981735159817352,764,1.5857202158572021,236,0.4898298048982981
0H5A6212.png,Slaty_Backed_Gull,112.57145450684058,112.90943824249298,38.03058258163617,39.400632798041904,75.5960606060606,24.959582776159607,583868,16751,6600,4026,24.034386006805562,2352,14.04095277893857,425,2.5371619604799713,11,0.06566772133006984,39,0.23282192107933858,1324,7.904005731001135,3102,18.518297415079697,5066,30.24297056892126,28,0.1671541997492687,1296,7.736851531251866,1778,10.614291684078562,1964,11.724673153841561,4833,28.852008835293415,4557,27.20434600919348,1517,9.05617575070145,545,3.2535371022625514,220,1.313354426601397,13,0.07760730702644618
0H5A6244.png,Slaty_Backed_Gull,154.1689095558094,108.42674900162697,38.373412411820404,90.78538677710398,102.11159986966439,34.06744540530372,1207297,27044,24552,20182,74.6265345363112,10212,37.7606862890105,5363,19.83064635408963,2860,10.575358674752255,1122,4.148794557018193,2555,9.447566927969236,4784,17.689690874131045,8985,33.223635556870285,864,3.194793669575507,1691,6.252773258393729,2229,8.24212394616181,4201,15.53394468273924,9484,35.06877680816447,5239,19.372134299659812,2681,9.913474338115662,422,1.5604200562047035,186,0.6877680816447271,47,0.17379085934033428
0H5A6657.png,Slaty_Backed_Gull,165.70240748840462,116.13224203867186,15.703729600284051,99.8963508345545,116.07155635062612,15.597466524358637,427541,27979,27950,27655,98.84198863433289,8465,30.25483398262983,2488,8.892383573394332,345,1.2330676578862718,15,0.05361163729940313,98,0.3502626970227671,844,3.016548125379749,3728,13.324278923478323,9,0.03216698237964187,89,0.3180957146431252,746,2.666285428356982,2884,10.307730798098575,14880,53.18274420100791,9279,33.164158833410774,78,0.27878051395689624,14,0.05003752814610958,0,0.0,0,0.0
0H5A7419.png,Slaty_Backed_Gull,125.710053380589,117.1790747056174,43.02011434675311,54.230744482337045,83.47318462268629,27.804518271718816,458781,15541,8428,5477,35.242262402676786,3519,22.643330545009974,1315,8.461488964674087,80,0.5147673894858761,147,0.9458850781802972,1212,7.798725950711022,3436,22.10925937841838,5387,34.66314908950518,62,0.39894472685155397,1150,7.399781223859468,2224,14.310533427707355,1951,12.553889711086802,2899,18.653883276494433,1911,12.296506016343866,4842,31.156296248632646,492,3.1658194453381383,10,0.06434592368573451,0,0.0
0H5A9971.png,Slaty_Backed_Gull,174.52062472570273,137.57527137940164,32.95573707858961,92.21074927190892,133.869185712645,31.589529245201923,617487,18885,17414,9892,52.380195922689964,6459,34.20174741858618,2742,14.519459888800634,593,3.140058247286206,119,0.6301297325920042,209,1.1066984379136882,593,3.140058247286206,2742,14.519459888800634,92,0.4871591209954991,117,0.619539316918189,384,2.033359809372518,2149,11.379401641514429,3717,19.682287529785544,3433,18.178448504103788,7522,39.83055334921895,1435,7.598623245962403,36,0.19062748212867356,0,0.0
0H5A9978.png,Slaty_Backed_Gull,161.63450570002928,133.16902050113896,39.41658267984118,70.76879271070615,115.16802124406534,32.00336343126338,420261,17560,12427,8792,50.06833712984054,4773,27.18109339407745,2703,15.392938496583145,836,4.760820045558087,20,0.11389521640091116,432,2.460136674259681,1600,9.111617312072893,3701,21.07630979498861,9,0.05125284738041003,423,2.408883826879271,1168,6.651480637813211,2101,11.964692482915718,3540,20.159453302961275,2883,16.417995444191344,4929,28.069476082004556,2320,13.211845102505695,109,0.6207289293849658,78,0.44419134396355353
102.png,Slaty_Backed_Gull,148.25347753112104,114.49372542683255,29.453227249520072,89.81526363979103,109.15915087550971,25.75336880200295,669081,18567,16676,10707,57.66682824365811,5172,27.855873323638715,1805,9.721548984757904,381,2.052027791242527,12,0.06463079657456779,418,2.2513060806807776,1921,10.346313351645392,5388,29.019227661980935,6,0.03231539828728389,412,2.218990682393494,1503,8.095007270964615,3467,18.672914310335543,5687,30.62961167663058,5782,31.141272149512577,1421,7.653363494371734,231,1.2441428340604297,51,0.2746808854419131,7,0.03770129800183121
104.png,Slaty_Backed_Gull,178.1094492125656,128.59313190862196,31.876557687190925,98.00147383935152,127.29208650404547,30.782613614314503,1084252,33925,33247,28439,83.82903463522476,11746,34.623434045689024,6640,19.572586588061903,3103,9.146647015475313,234,0.6897568165070008,773,2.2785556374355194,2853,8.40972733971997,6014,17.727339719970523,171,0.5040530582166544,602,1.7745025792188653,2080,6.131171702284451,3161,9.317612380250553,4388,12.934414148857776,16656,49.09653647752395,5883,17.341193809874724,830,2.446573323507738,147,0.4333087693441415,7,0.020633750921149597
108.png,Slaty_Backed_Gull,178.4410127072923,141.11116937598322,17.806887576543147,96.6143042794282,139.49126864262792,15.743499224317173,926401,43861,42376,36624,83.50014819543557,7398,16.866920498848636,990,2.2571304803812042,184,0.4195070791819612,36,0.08207747201386198,59,0.13451585691160714,144,0.3283098880554479,802,1.8285036820865919,28,0.06383803378855932,31,0.07067782312304781,85,0.19379403114384075,658,1.5001937940311438,4915,11.205854859670323,30085,68.59168737602882,6056,13.807254736554114,1855,4.229269738492055,140,0.31919016894279656,8,0.01823943822530266
109.png,Slaty_Backed_Gull,181.14210761508812,133.7724445952058,45.93048075132104,86.04703753957486,124.3967805519054,42.51480135104703,690016,17688,15220,10976,62.05336951605608,7497,42.384667571234736,4340,24.536408864767072,2652,14.993215739484397,372,2.1031207598371777,1380,7.80189959294437,2414,13.647670737222976,3719,21.02555404794211,222,1.2550881953867028,1158,6.546811397557666,1034,5.845771144278607,1305,7.377883310719131,2729,15.428539122568974,3651,20.64111261872456,3652,20.64676616915423,3563,20.143600180913616,357,2.01831750339213,17,0.09611035730438715
112.png,Slaty_Backed_Gull,190.43520736206443,114.72326494980358,37.705391547026956,98.19947621126146,113.07845316146239,36.00340239639724,655099,18328,17998,17053,93.04343081623745,14213,77.54801396769969,7947,43.359886512439985,4329,23.619598428633783,38,0.20733304233958968,1461,7.971409864687909,3196,17.437800087298122,5328,29.070274989087736,1,0.005456132693147097,1460,7.965953731994762,1735,9.466390222610215,2132,11.632474901789612,4950,27.00785683107813,4987,27.209733740724573,2333,12.729157573112179,510,2.7826276735050195,220,1.2003491924923615,0,0.0
121.png,Slaty_Backed_Gull,195.88140161725067,133.7175233768292,34.167773835099744,97.6913730255164,131.98366861345445,32.58979763021342,543372,18929,18492,15971,84.37318400338106,12080,63.81742300174336,6057,31.998520788208566,2420,12.784616197369116,96,0.5071583284906758,295,1.5584552802578053,902,4.765175128110307,2723,14.385334671667813,38,0.2007501716942258,257,1.3577051085635796,607,3.2067198478525016,1821,9.620159543557506,5093,26.905805906281365,5020,26.520154260658252,3677,19.4252205610439,2111,11.152200327539754,264,1.394685403349358,41,0.2165988694595594
122.png,Slaty_Backed_Gull,187.98498498498495,123.36439531261968,31.09413956393225,96.18065306747683,120.27271520717755,27.372654849958035,1140800,39169,37673,33934,86.6348387755623,28899,73.78028542980418,16212,41.38987464576579,3036,7.751027598355844,77,0.19658403329163368,465,1.1871633179299956,1643,4.194643723352652,4838,12.35160458525875,26,0.06637902422834385,439,1.1207842937016517,1178,3.0074804054226556,3195,8.1569608619061,21247,54.244427991523914,5320,13.58216957287651,4517,11.532078939978044,2618,6.683857131915545,543,1.386300390615027,86,0.21956138783221424
129.png,Slaty_Backed_Gull,185.00124843945068,97.30084662335105,39.03521036739473,96.1869134344031,92.86367358078603,32.51643817136136,293717,15237,14656,14063,92.2950712082431,12994,85.27925444641333,11282,74.04344687274398,6466,42.436175100085315,149,0.9778827853251952,1202,7.888691999737481,4479,29.395550305178187,8788,57.67539541904574,71,0.46597099166502587,1131,7.422721008072456,3277,21.506858305440705,4309,28.27984511386756,3502,22.983526940998882,1444,9.476931154426724,658,4.31843538754348,478,3.1371004790969352,238,1.5619872678348756,129,0.8466233510533571
