Species,Mean_Intensity,Std_Deviation,Min_Intensity,Max_Intensity,Median_Intensity,Sample_Count,Mean_Std_Intensity,Mean_Skewness,Mean_Kurtosis,Total_Pixels
Slaty_Backed_Gull,76.44671303497243,22.36429009139936,29.63736595529124,159.3263241948363,75.56230387691062,107,21.5185965842228,1.3941239230660067,5.536810481892199,47372951
Glaucous_Winged_Gull,153.3223367418574,31.48888232920313,74.22688427502304,211.68988447449985,160.5232549509194,98,19.062934032002516,0.08820059969189835,1.3165818535284557,3886316
