image_name,species,mean_intensity,std_intensity,median_intensity,min_intensity,max_intensity,skewness,kurtosis,pixel_count
046.png,Slaty_Backed_Gull,46.63762733546196,15.521440816310662,44.0,15,211,3.0000710932057153,15.692475601391564,1171021
047.png,Slaty_Backed_Gull,89.91979401744403,23.4405553674445,85.0,22,234,0.9679900226118305,0.9557554193735212,344301
055.png,Slaty_Backed_Gull,88.3071012940633,30.092652502656993,86.0,1,247,1.2541692131191378,3.483127378199433,482743
057.png,Slaty_Backed_Gull,92.8257332230051,28.87571763844642,97.0,10,255,0.15859514020256632,0.5924439967224049,598215
059.png,Slaty_Backed_Gull,106.12232835727049,19.496681899836535,109.0,4,239,-0.37132394771934385,1.3779638176629456,381694
061.png,Slaty_Backed_Gull,94.8138311103637,15.974899353819081,94.0,31,228,1.131709639662708,5.271725064079346,285429
066.png,Slaty_Backed_Gull,74.38843675822312,13.032688975183033,73.0,39,166,0.8467995584355541,2.8588600268513327,5898
068.png,Slaty_Backed_Gull,87.01488990971012,16.961070213744726,91.0,27,218,-0.4297382102642116,1.5103711187928814,6313
072.png,Slaty_Backed_Gull,88.72063988159834,28.902718777208634,87.0,29,244,0.4449065799337563,-0.010055863918229324,483777
076.png,Slaty_Backed_Gull,81.16147262840532,42.59974073786386,76.0,14,251,0.5386819505471723,-0.3046991140778368,406973
082.png,Slaty_Backed_Gull,79.05449523287157,18.43403418325413,78.0,41,235,1.7784231433402748,8.451455185952586,404751
088.png,Slaty_Backed_Gull,83.50509657935103,19.893905554907505,82.0,35,182,0.43223806380618546,0.46274836807126896,271849
089.png,Slaty_Backed_Gull,86.08281553052898,27.229917871427652,83.0,25,255,1.7332739929631953,6.2414144447327065,506306
093.png,Slaty_Backed_Gull,105.30430356658697,21.85752273601051,105.0,31,249,1.2492351539095996,6.142025646368628,405710
0H5A2453.png,Slaty_Backed_Gull,52.162698374687224,26.6994267758045,45.0,8,235,2.018698115195025,6.251123897454173,939573
0H5A6212.png,Slaty_Backed_Gull,74.84932088204452,25.126344407818177,76.0,10,236,0.6377716554325725,1.9642367994967707,525461
0H5A6244.png,Slaty_Backed_Gull,91.80063753980129,24.661412273605986,96.0,0,253,-0.27365944689087673,0.8850735781444281,834144
0H5A6657.png,Slaty_Backed_Gull,76.9059162918052,34.01545829709851,75.0,20,244,0.3598761235286003,-0.5089373954838727,306780
0H5A7419.png,Slaty_Backed_Gull,50.535276648750695,18.005605893299183,49.0,19,214,1.2261005191687404,3.5961009293813415,464018
0H5A9971.png,Slaty_Backed_Gull,66.10473742448228,17.048284397991598,65.0,26,226,1.6115025378897465,8.075284621502128,495248
0H5A9978.png,Slaty_Backed_Gull,73.52209923501005,22.855148459893904,71.0,15,247,0.8409094890704402,2.663842081779732,467980
102.png,Slaty_Backed_Gull,54.29268164731676,22.071892885847586,52.0,9,233,1.3865776667033207,5.262017273104075,552802
104.png,Slaty_Backed_Gull,80.12668308960029,22.687674742370774,80.0,22,229,1.6105855840828183,6.337483344408378,1021336
108.png,Slaty_Backed_Gull,43.102922400817114,14.623796798710174,40.0,19,237,4.183438715257529,25.88023332645154,595264
109.png,Slaty_Backed_Gull,54.67336659709882,28.638797215655515,51.0,17,247,3.7084936438314995,18.19320766019328,890258
112.png,Slaty_Backed_Gull,49.189298546345526,23.30911692076476,44.0,18,238,3.560290910681603,18.778458374187807,516285
121.png,Slaty_Backed_Gull,93.78013193515865,22.37487633613488,88.0,5,243,1.1870081116205868,2.010952229774192,516769
122.png,Slaty_Backed_Gull,99.09369131480886,31.23275627269835,93.0,0,245,0.7763203737690567,0.7448843497516213,575635
129.png,Slaty_Backed_Gull,95.19184177537267,21.615338590025395,96.0,23,241,0.5347487927124249,2.528390967617253,322276
130.png,Slaty_Backed_Gull,93.26710280257123,25.05492769373969,92.0,23,240,0.8678077303533861,1.6226752971323881,640626
131.png,Slaty_Backed_Gull,91.35629291752399,24.385578209991635,91.0,21,252,1.6892643723009946,8.336737040578226,484068
3O4A0530 2.png,Slaty_Backed_Gull,60.737084710904384,19.94078825083005,54.0,31,205,1.327290071950701,2.2143978796599013,334526
3O4A1102 2.png,Slaty_Backed_Gull,68.22661838078541,23.681954019531393,62.0,28,248,2.513024510155292,9.523147690036636,443746
3O4A1145 2.png,Slaty_Backed_Gull,62.71156097635793,23.141670000718694,59.0,26,246,1.190741930383202,2.9597333443939986,586793
3O4A1687.png,Slaty_Backed_Gull,70.57913836113542,26.66942473280639,66.0,1,224,0.6536485819741265,0.042197424595446176,486654
3O4A1695.png,Slaty_Backed_Gull,98.71240415071401,25.32469406104841,95.0,40,242,1.044558790396752,1.9391582432916676,375068
3O4A1704.png,Slaty_Backed_Gull,109.32251291936268,21.210752504004457,112.0,44,215,0.10871763103620044,0.8020194749205212,302453
3O4A2703 2.png,Slaty_Backed_Gull,109.88732227576955,24.508031028244364,115.0,36,247,-0.2426756750949647,0.5552787803208967,667115
3O4A2723 2.png,Slaty_Backed_Gull,89.390498835094,35.307890640859966,83.0,24,250,0.49780217286260703,-0.5079381028486574,375996
3O4A2740.png,Slaty_Backed_Gull,47.61440319790177,18.78766393391435,44.0,11,221,2.1487515976107945,7.804581275992449,632915
3O4A3053.png,Slaty_Backed_Gull,117.73392762519047,30.678307448280076,120.0,38,253,-0.10733947628833991,-0.1845103778546373,394419
3O4A3191.png,Slaty_Backed_Gull,72.99550964824836,31.581443016920357,63.0,30,245,1.4368719990122942,2.149335479783165,224704
3O4A3226.png,Slaty_Backed_Gull,66.57010965821306,30.90200564701725,59.0,19,235,0.8417107257457416,0.4081999165071495,212296
3O4A4169 2.png,Slaty_Backed_Gull,67.25182326946299,25.007698144712602,69.0,7,233,0.3443036747747552,0.3958648190357068,462082
3O4A4211 2.png,Slaty_Backed_Gull,86.18256267420382,26.86748678143053,90.0,10,239,-0.5334651622200066,0.93446187948319,510537
3O4A4500.png,Slaty_Backed_Gull,43.0852276876186,15.460367587304805,41.0,0,234,3.1332584508569794,16.86942334333558,1054493
3O4A4970.png,Slaty_Backed_Gull,60.315224013340746,20.41665768919422,56.0,21,217,1.5765843516470837,5.41805730982508,224875
3O4A5274 2.png,Slaty_Backed_Gull,95.09027918963025,35.531204217396166,95.0,15,248,0.11159708572699235,-0.5241596357199851,909955
3O4A6909.png,Slaty_Backed_Gull,54.21553909732058,18.032677372834275,50.0,17,218,2.608308091640049,10.809312049770865,480813
3O4A7475.png,Slaty_Backed_Gull,56.38416576780472,17.97266585581298,56.0,2,221,1.4380660459922128,6.8825075680758925,1000339
3O4A7515 2.png,Slaty_Backed_Gull,99.91287487760455,29.311884027980494,104.0,7,246,-0.12750365760396148,-0.07874290270533368,489193
3O4A8271.png,Slaty_Backed_Gull,102.10425388787218,31.65501690837617,103.0,1,248,0.49163620030942823,2.4503892205663966,478668
3O4A8300.png,Slaty_Backed_Gull,45.13277887782693,19.09737937499855,40.0,12,226,3.0349498811094366,15.587573615816876,433819
3O4A8505.png,Slaty_Backed_Gull,70.60775466718447,18.932147410714823,72.0,14,229,0.4370748558822726,2.2893952588956283,391403
3O4A8923.png,Slaty_Backed_Gull,59.144478929058636,15.865164155212863,56.0,4,228,2.9656144174451,17.506628727220946,2163928
480 (14).png,Slaty_Backed_Gull,63.9390211986391,16.433578265825794,62.0,8,253,2.9978992668175595,21.513471395843453,3821
480 (21).png,Slaty_Backed_Gull,120.49991198732617,19.593394748057605,122.0,52,200,-0.46327263767240384,0.6546135951532555,5681
480 (33).png,Slaty_Backed_Gull,98.8292504570384,20.95115988519675,95.0,48,220,0.6538230187197972,0.19938747405683133,5470
480 (34).png,Slaty_Backed_Gull,86.10746037881717,22.272620577141012,88.0,29,190,0.29000866105902934,0.3555599048699283,2587
480 (40).png,Slaty_Backed_Gull,80.78591549295774,15.838512218905779,78.0,0,226,2.1499118108892454,11.749760235477652,13135
4D2A0606.png,Slaty_Backed_Gull,68.74300457456542,21.51033648021812,66.0,24,221,1.9500860274870522,5.933710685370185,409875
4D2A1343.png,Slaty_Backed_Gull,49.5417333339553,23.17475775892691,48.0,8,221,2.1605891250980553,9.675557809483353,214373
4D2A1398.png,Slaty_Backed_Gull,74.30550531534227,23.552394255038507,72.0,8,201,0.40122992569283444,-0.02570668497040618,153706
4D2A1460 2.png,Slaty_Backed_Gull,91.0041823643636,30.93206639422262,82.0,8,255,0.8525555227392888,0.09564784270790438,241012
4D2A1749.png,Slaty_Backed_Gull,59.00069297384777,15.291149527184354,58.0,21,216,1.8031354187651019,8.751178994186715,232332
4D2A5969 - Version 2.png,Slaty_Backed_Gull,84.87529843439245,20.450426069886202,83.0,0,254,1.4203349440597137,5.416474943104038,687337
4D2A6625.png,Slaty_Backed_Gull,69.52365405097052,30.060527576010873,60.0,14,241,1.3968266905400855,2.298746035239554,329563
4D2A6730.png,Slaty_Backed_Gull,26.035423290795812,12.289296001038979,22.0,13,166,4.2515886438928545,24.457342421543334,698834
4D2A6769.png,Slaty_Backed_Gull,64.83646373517085,18.777557425448176,59.0,22,247,2.6610230877358103,12.810399219877967,281540
4D2A7037.png,Slaty_Backed_Gull,50.0616197887493,24.40616863764426,42.0,7,241,1.7073167710400596,4.769138887855369,399904
4D2A7085 2.png,Slaty_Backed_Gull,84.65190183497313,35.277165046485464,80.0,21,254,0.47280689431448325,-0.43793489132143826,422513
4D2A7188.png,Slaty_Backed_Gull,57.18637608643605,27.655030701817473,52.0,10,226,0.7331055460697786,0.7159509670285269,455273
4D2A7233.png,Slaty_Backed_Gull,114.98860317364729,25.433450528354246,118.0,57,250,0.11283893707086246,-0.5746732489462647,265688
4D2A7246 2.png,Slaty_Backed_Gull,50.38507658483078,20.21384204844578,45.0,0,254,3.100955176767121,13.99972702595872,628127
4D2A7264.png,Slaty_Backed_Gull,66.86873344554482,17.260402707465346,62.0,6,240,1.8602166566471234,6.541063112775344,383205
4D2A7433.png,Slaty_Backed_Gull,50.29214398667327,28.860818214101766,41.0,14,238,2.0640273839527516,4.797565536660936,165682
4D2A9502.png,Slaty_Backed_Gull,61.89227484927393,17.3730791098951,62.0,7,211,1.6504077433939242,7.580471520434024,383643
4D2A9772 2.png,Slaty_Backed_Gull,97.32245889373371,27.919163566047235,98.0,10,248,0.3707376863248173,1.514740493726844,542618
4D2A9775.png,Slaty_Backed_Gull,97.92424133145374,25.30150981431276,98.0,17,235,0.42105804501785227,0.9153467798873014,457545
4D2A9946.png,Slaty_Backed_Gull,53.79685021349351,16.150862899320654,52.0,9,213,1.5890607999814867,7.136321106834064,445681
FS7E2526.png,Slaty_Backed_Gull,44.821847925594724,21.61819139003101,37.0,11,227,2.174691714393064,7.081492612941776,150742
FS7E2531.png,Slaty_Backed_Gull,61.8650195374577,24.151754478840722,55.0,3,215,1.526939437575105,3.0818140347185548,534870
FS7E2560.png,Slaty_Backed_Gull,67.97345939830528,24.548125202571978,62.0,8,249,2.19576646869971,8.33063013646788,346488
005.png,Glaucous_Winged_Gull,162.22826824603615,17.606584558672456,163.0,117,242,0.41007486675944216,0.11405243536443121,32418
006.png,Glaucous_Winged_Gull,135.63098193244304,24.23570188653306,141.0,60,212,-0.8939311906971754,0.5654889701058425,31825
008.png,Glaucous_Winged_Gull,169.82123359669052,20.1773019438611,169.0,27,252,-0.052690119207664324,1.7923642784387148,29491
009.png,Glaucous_Winged_Gull,88.07059652300802,17.447680764116047,84.0,0,236,2.0045696484920956,6.160181557224284,39747
010.png,Glaucous_Winged_Gull,179.52545783859932,16.074821467280877,179.0,138,246,0.055417133610210084,-0.26079345737683024,4969
011.png,Glaucous_Winged_Gull,129.298834186027,30.70138915367474,119.0,55,229,0.6391105188522805,-0.6960524643359562,23846
012.png,Glaucous_Winged_Gull,175.176532624146,21.125292297663034,174.0,109,255,0.6477610599582243,1.6470999094448624,21809
014.png,Glaucous_Winged_Gull,99.02155264850954,22.356523428639736,99.0,6,220,0.3158557549135708,0.3564956918822726,9326
017.png,Glaucous_Winged_Gull,162.12185329169588,25.845522146186248,156.0,94,254,0.7678848883440273,0.5715714608742761,31382
018.png,Glaucous_Winged_Gull,187.3113946720394,25.494496890332737,192.0,77,255,-0.9244188285286997,1.622764072323731,13401
019.png,Glaucous_Winged_Gull,131.83739061916808,34.718791640187376,128.0,68,251,0.46492381035328983,-0.4003554807415215,24113
020.png,Glaucous_Winged_Gull,136.44560213229948,26.928773481375256,134.0,63,253,0.6529413709230608,1.0223948072539075,8254
023.png,Glaucous_Winged_Gull,99.64774140074596,14.485263818047041,102.0,36,138,-0.7501673563747892,0.7046461361541709,2413
024.png,Glaucous_Winged_Gull,99.32540237928622,13.770606110398628,102.0,40,146,-0.8737298214907239,1.3184728735601476,2858
025.png,Glaucous_Winged_Gull,183.19777503090233,17.67986696541516,182.0,142,254,1.2472379974195313,2.311051060480901,3236
026.png,Glaucous_Winged_Gull,117.07782805429865,23.55894324980129,109.0,85,189,1.0930954202738634,0.1965896718685225,3315
028.png,Glaucous_Winged_Gull,107.27107297213962,16.09760471393841,105.0,48,181,0.7748801540950497,0.9305616843468592,191347
030.png,Glaucous_Winged_Gull,141.03155555555554,15.931558611839241,145.0,69,185,-1.2590546650592152,1.7621865586639371,2250
032.png,Glaucous_Winged_Gull,90.27825100739537,19.797666267044505,90.0,25,196,0.3881962405207684,0.8684106460572365,790901
034.png,Glaucous_Winged_Gull,205.687348548887,17.34492439743488,208.0,150,254,-0.5936050607126475,-0.2271370314326644,17745
035.png,Glaucous_Winged_Gull,160.24744633604737,20.08013882780907,162.0,71,231,-0.4943272256327232,0.1922544834600357,13510
036.png,Glaucous_Winged_Gull,135.12301797578772,17.492110865077574,134.0,85,239,1.702456593438261,6.22513239300253,24533
037.png,Glaucous_Winged_Gull,188.01641791044776,13.43836705594303,190.0,72,235,-0.8307888882380887,2.8034094187038416,4690
039.png,Glaucous_Winged_Gull,139.60622351815573,23.663785432268387,142.0,49,216,-0.38172298273309735,-0.07209870556482567,21949
040.png,Glaucous_Winged_Gull,164.97661221892236,13.842917402712294,164.0,111,244,0.8805977690467087,2.1167904035884018,18856
041.png,Glaucous_Winged_Gull,170.3986215538847,15.23462693173053,169.0,134,250,1.2700822681174246,3.437138210290705,7980
043.png,Glaucous_Winged_Gull,137.60416880583222,12.361453451976129,137.0,67,207,1.3501803159592514,5.641432991325162,9739
044.png,Glaucous_Winged_Gull,138.3708009300088,14.07147531418561,138.0,77,207,0.6300403710358095,2.490902887047926,12473
045.png,Glaucous_Winged_Gull,197.40839564921822,14.360368889371854,197.0,126,254,0.40961914621990403,1.098183442797989,5884
046.png,Glaucous_Winged_Gull,195.5530736570057,12.601275104800528,196.0,100,254,-0.1524548678063862,1.415632852851636,5417
050.png,Glaucous_Winged_Gull,151.35974304068523,13.62645226947821,151.0,75,215,0.4678624260097991,2.4718144639951998,5137
051.png,Glaucous_Winged_Gull,137.6385374884295,23.063760986951362,135.0,83,213,0.42817535588993677,-0.4109327166037904,6482
052.png,Glaucous_Winged_Gull,162.01382085374388,28.912269594875443,169.0,84,217,-0.6565739130187133,-0.7049561701483196,11432
053.png,Glaucous_Winged_Gull,178.1228491833725,8.652314748667052,178.0,141,249,0.7856456636245754,2.8361089376290325,18307
055.png,Glaucous_Winged_Gull,142.7562481028028,38.80193793748069,138.0,56,254,0.08404940579250897,-0.8321476039004665,9883
058.png,Glaucous_Winged_Gull,103.61563670411985,21.771255464080344,101.0,63,207,0.8869997013285394,1.0262955640226465,2136
059.png,Glaucous_Winged_Gull,146.5896214994754,23.993193398521758,142.0,102,247,0.7191682084641521,0.14683482755309996,12391
061.png,Glaucous_Winged_Gull,137.58026113671275,28.647087400321684,139.0,58,232,-0.2136674412645436,-0.18761940979102398,5208
062.png,Glaucous_Winged_Gull,208.57537760045597,16.029351218670758,212.0,6,254,-2.9589255542202153,22.982397743544812,14036
063.png,Glaucous_Winged_Gull,196.89545945945946,26.597382332685655,198.0,85,249,-0.5473021765680931,-0.12904027646962613,9250
064.png,Glaucous_Winged_Gull,172.12137273088643,37.390548407139356,167.0,77,252,0.18557642790476708,-1.050506033906739,7547
065.png,Glaucous_Winged_Gull,148.56767819336628,29.07618493646651,150.0,76,248,-0.03403883739336605,-0.6771283194771023,7085
067.png,Glaucous_Winged_Gull,148.27071153947438,44.73752065777789,143.0,43,255,0.3134149221937164,-0.9240473413645978,18987
068.png,Glaucous_Winged_Gull,201.93812949640287,18.475693437054893,207.0,126,253,-0.9854740142773638,0.59431054355119,12510
069.png,Glaucous_Winged_Gull,170.59527882312693,18.766912225352577,171.0,40,250,-0.036541026370313236,2.295550701829759,14615
070.png,Glaucous_Winged_Gull,160.73511093810822,27.98869358967836,154.0,103,255,0.8157980757654154,0.03776121092554918,10276
072.png,Glaucous_Winged_Gull,130.06275066027584,31.959662971753403,128.0,23,241,0.17491277534479582,-0.8175708174027374,20446
073.png,Glaucous_Winged_Gull,162.26926425772746,21.934788379474444,157.0,121,249,0.7389465739115035,0.07138600137341022,4594
075.png,Glaucous_Winged_Gull,104.68920307769228,18.30088990752521,104.0,71,241,0.8326027683972929,1.228850328701852,36001
076.png,Glaucous_Winged_Gull,183.94653872515423,12.013809452474172,186.0,137,222,-1.0653909057908788,1.3138170041501045,4377
079.png,Glaucous_Winged_Gull,135.6301442138586,16.347157094504652,137.0,72,233,0.2915013059858796,3.0008049897978823,5686
080.png,Glaucous_Winged_Gull,155.58970516766564,18.64397427405103,160.0,91,226,-0.7751953632068096,0.2617257910212034,24692
081.png,Glaucous_Winged_Gull,94.97209575561756,26.14154141823293,95.0,42,208,0.09203431444333966,-0.8495970667143387,13618
082.png,Glaucous_Winged_Gull,132.72166133136338,16.720587045797487,131.0,90,223,0.5639916030194505,0.37309207431670144,12183
083.png,Glaucous_Winged_Gull,138.8012987012987,15.069234104465732,136.0,104,208,1.0188858813178805,1.4023204206578193,3850
084.png,Glaucous_Winged_Gull,157.68743286788398,32.95932437385815,165.0,0,237,-1.2480620016966515,1.6123758876730196,13034
085.png,Glaucous_Winged_Gull,108.68293042452831,21.366277954514988,106.0,59,189,0.5246865857279804,-0.04914744509400393,6784
086.png,Glaucous_Winged_Gull,90.47447447447448,36.85653412704618,83.0,23,252,1.0019596725453992,1.225031516412245,14319
088.png,Glaucous_Winged_Gull,181.03621646430508,20.320672196908056,182.0,83,251,-0.10118549524166791,-0.42397771366469783,23967
089.png,Glaucous_Winged_Gull,187.01564862413062,13.302980472123524,186.0,88,248,0.3040640910613651,3.2203909982234666,13228
092.png,Glaucous_Winged_Gull,162.9179177042571,18.396665560997153,166.0,93,238,-0.5147177358512987,0.20175366706132403,42165
095.png,Glaucous_Winged_Gull,68.4198958935801,14.287444287634061,63.0,39,168,1.6906940051752035,2.7740678893843222,19019
096.png,Glaucous_Winged_Gull,185.2624587052787,30.358223000465795,191.0,60,244,-0.6574084442714725,-0.40002516146311784,14227
097.png,Glaucous_Winged_Gull,181.0328405305908,22.15337486650541,185.0,88,241,-0.889540348884578,0.7091941144252116,34226
098.png,Glaucous_Winged_Gull,146.28148881969997,14.358354482274992,144.0,103,229,1.403342585655891,3.9203639442378355,7066
100.png,Glaucous_Winged_Gull,157.0625747650242,21.403437466477392,162.0,86,228,-0.8532153289916025,0.6902408473625816,35110
103.png,Glaucous_Winged_Gull,103.86257108930693,11.565533473052783,101.0,76,194,1.494523317554629,3.448363853472289,16001
104.png,Glaucous_Winged_Gull,169.8801226993865,15.793513772607994,168.0,124,237,0.6839089283823795,0.5046046063422862,8150
105.png,Glaucous_Winged_Gull,107.69091898757144,16.803186867501328,105.0,75,209,0.6321868583217161,0.5031104907487713,11023
106.png,Glaucous_Winged_Gull,106.21308607417775,25.792715515691818,96.0,71,212,1.2349528943667858,0.6881268494284551,25722
107.png,Glaucous_Winged_Gull,149.68372544263886,17.427968091170424,151.0,103,223,-0.12136264981403429,-0.23385836122984527,4123
108.png,Glaucous_Winged_Gull,150.22329801021576,18.019874926402757,149.0,92,229,0.1064564986248718,0.1875297199855348,262340
109.png,Glaucous_Winged_Gull,164.42788853352693,17.584646988084256,167.0,76,232,-0.7616866735130248,2.2366877438655006,292034
110.png,Glaucous_Winged_Gull,177.05416538579772,28.218532586364308,185.0,72,249,-1.0693772419324243,0.701310345629055,325300
111.png,Glaucous_Winged_Gull,205.65977162050876,13.103373958884262,207.0,99,237,-1.9251339184858083,8.821927373230983,154217
112.png,Glaucous_Winged_Gull,183.03521265597576,23.176170190561038,187.0,79,248,-0.7333785788540126,0.1606096025661552,415930
114.png,Glaucous_Winged_Gull,190.93877927639846,8.393301416543727,191.0,120,226,-0.8615529485520844,3.3199530767212586,314289
115.png,Glaucous_Winged_Gull,139.45441036387882,12.979347237149392,139.0,81,211,0.2693699722328838,1.2718070748686063,78735
116.png,Glaucous_Winged_Gull,164.55045317220544,14.4220697183448,161.0,129,231,1.0746965618189235,1.2367258010245141,1655
117.png,Glaucous_Winged_Gull,159.9065134099617,16.458669812035875,158.0,116,206,0.28485835224188744,-0.3448590000567311,1305
118.png,Glaucous_Winged_Gull,165.5552094150225,42.341138944401806,160.0,0,246,0.010693690219299954,-1.1967098050745753,5778
120.png,Glaucous_Winged_Gull,165.03792949576084,12.169298389389045,164.0,116,239,0.7320436492997384,1.5516878136123795,4482
121.png,Glaucous_Winged_Gull,177.2043192171419,15.427683718164483,177.0,137,242,0.2951521539288656,-0.03766503731016524,5927
122.png,Glaucous_Winged_Gull,174.25249891351586,22.722369671735844,176.0,98,255,-0.422990529671565,0.9906112242374085,2301
123.png,Glaucous_Winged_Gull,124.73956338567599,18.680105556064152,121.0,89,198,0.8219693524790687,0.45071440193528955,2611
124.png,Glaucous_Winged_Gull,162.16890292028413,9.606320328098299,164.0,124,206,-0.5569801773317172,0.3540186401499268,3801
125.png,Glaucous_Winged_Gull,172.96964155084126,13.644569598745536,177.0,113,213,-1.6272298119580795,2.86003046283726,2734
126.png,Glaucous_Winged_Gull,170.23384615384614,16.296966832577873,173.0,117,233,-0.2454552043650585,-0.025566745331623064,2925
127.png,Glaucous_Winged_Gull,187.32571665974243,11.931438227283582,190.0,130,225,-1.3565389844485436,2.7908003116920295,2407
129.png,Glaucous_Winged_Gull,162.28381962864722,19.38570060799859,166.0,111,203,-0.23447983981970308,-0.9242921339236245,754
130.png,Glaucous_Winged_Gull,149.53976790263232,16.742025088937005,153.0,76,200,-0.811081582020215,1.0725357806571267,3533
131.png,Glaucous_Winged_Gull,183.19060622610596,9.402884808594482,183.0,153,233,0.654033417516219,1.001544965736474,7324
132.png,Glaucous_Winged_Gull,202.02639751552795,15.371009619135192,206.0,146,241,-0.8567114918034997,0.46858680789913665,1932
134.png,Glaucous_Winged_Gull,177.27691831683168,10.10185072291119,179.0,142,222,-0.5549609867153796,0.7340355768511033,3232
135.png,Glaucous_Winged_Gull,161.5268817204301,19.36175901770307,164.0,103,199,-0.3819035299703946,-0.6388924724112033,837
136.png,Glaucous_Winged_Gull,181.66752136752137,20.05679256622093,177.0,138,238,0.6422184689658431,-0.394555877484001,1170
137.png,Glaucous_Winged_Gull,159.36761858664084,23.774445244854892,161.0,78,254,-0.07741615959771272,0.5325617567113112,4132
138.png,Glaucous_Winged_Gull,151.66702663786896,18.029423592039915,150.0,107,232,0.7442972587717473,0.7006015244285027,2778
tmpbmib4ve2.PNG,Glaucous_Winged_Gull,117.47271131909915,23.027192516530373,116.0,47,213,0.2835782181688831,-0.027103430419510577,17095
tmplp3j25qc.PNG,Glaucous_Winged_Gull,140.72883569096845,26.170946060217652,142.0,66,221,-0.129662268903995,-0.30197802513092054,4595
