species,percentage_darker,mean_wing_intensity,std_wing_intensity,mean_wingtip_intensity,std_wingtip_intensity,mean_darker_wingtip_intensity,std_darker_wingtip_intensity
Glaucous_Winged_Gull,47.81411570514359,152.32920538326186,19.276268475552246,153.53501373264677,24.873886963207912,132.89138907844847,14.292809615610146
Slaty_Backed_Gull,57.248872601899116,77.13874352521103,22.547262718975077,83.27225127999236,57.170477956396745,43.244574231101815,17.866224486449223
