image_name,species,mean_intensity,std_intensity,median_intensity,min_intensity,max_intensity,skewness,kurtosis,pixel_count
001.png,Slaty_Backed_Gull,44.3829454671761,53.99064441946319,26.0,1,251,2.1976592537427946,3.907195959031405,5758
003.png,Slaty_Backed_Gull,45.539849466932274,44.43586024897359,26.0,7,176,1.623735684821876,1.1467369167601476,296679
004.png,Slaty_Backed_Gull,80.51515115894993,68.1718656156285,50.0,8,254,1.0352678227119154,-0.1476925376605646,850727
006.png,Slaty_Backed_Gull,83.06893272498623,51.22309096494439,79.0,10,233,0.9200656223083894,0.2805353948431279,192434
008.png,Slaty_Backed_Gull,94.34210377164057,58.19025755258895,87.0,12,244,0.5699591543300198,-0.6242927358038837,776320
011.png,Slaty_Backed_Gull,91.43069948858393,59.35550108420341,78.0,19,238,1.0429233787279268,-0.0303898138844194,481995
012.png,Slaty_Backed_Gull,84.099289552437,63.00790690938789,65.0,12,231,0.9640287388759792,-0.4004647004235071,421706
016.png,Slaty_Backed_Gull,51.57884837603868,56.27141125777351,30.0,5,210,1.5837891344068338,1.15934123001617,362601
020.png,Slaty_Backed_Gull,62.886772367296246,48.10516424038353,60.0,3,227,1.212104052540392,1.1183982936888182,61999
025.png,Slaty_Backed_Gull,85.02435290724075,58.435004539298,59.0,16,208,0.8495260805531217,-0.8686348273449864,350143
027.png,Slaty_Backed_Gull,98.40200983681756,55.80753100176882,78.0,23,221,0.9459590678055044,-0.4453277807823843,235442
028.png,Slaty_Backed_Gull,72.41209168518873,53.58536251326402,50.0,15,205,1.205291130977772,-0.0477829526528061,246103
032.png,Slaty_Backed_Gull,64.07609181196,55.87114196823991,40.0,8,217,1.1701536651153843,-0.1499440058970278,432057
038.png,Slaty_Backed_Gull,101.20230066316546,59.88223807854855,91.0,14,242,0.7826415201181496,-0.3729165722499146,142046
041.png,Slaty_Backed_Gull,76.05447470817121,57.15148719051097,64.0,2,233,1.0572096885136588,0.0491781142767764,219478
042.png,Slaty_Backed_Gull,59.52675810630119,58.460866852533584,36.0,5,228,1.5900489286805082,1.1777072687639585,191456
043.png,Slaty_Backed_Gull,78.79917576786812,44.16500496277418,75.0,9,190,0.5478975872487735,-0.1969408505465022,273224
045.png,Slaty_Backed_Gull,71.22185316174263,55.73934610231788,50.0,4,213,1.150415450566797,-0.1089760220146711,223089
046.png,Slaty_Backed_Gull,80.33048699285271,66.2926480065162,51.0,0,236,0.7985835928996,-1.0054362818238398,349923
047.png,Slaty_Backed_Gull,90.3861196652574,56.68746736204818,85.0,15,225,0.6266237468588323,-0.5368679281926059,172431
057.png,Slaty_Backed_Gull,97.46255185838731,66.38876182158839,84.0,12,250,0.7823504261010604,-0.5197482146126586,340591
061.png,Slaty_Backed_Gull,88.19800682565229,48.57841294275319,77.0,16,230,1.2411126806206274,0.8174077438169598,190751
072.png,Slaty_Backed_Gull,73.51940158280485,59.71099250933512,61.0,1,244,1.1509770050306949,0.4577541640705553,208617
082.png,Slaty_Backed_Gull,90.14275716802322,65.27386251456402,72.0,12,223,0.6306737756893724,-0.996079225348927,290073
089.png,Slaty_Backed_Gull,94.31410058355344,51.69815726310729,94.0,16,231,0.5323449324927908,-0.2358264334497457,229799
093.png,Slaty_Backed_Gull,108.28414546592172,64.70547545980928,102.0,7,253,0.5800821275913731,-0.6146838761695848,249323
0H5A2453.png,Slaty_Backed_Gull,109.73305988173566,48.326500964226966,104.0,23,246,1.0783071676648046,0.8851017900274432,720420
0H5A6212.png,Slaty_Backed_Gull,76.38868350739622,62.656178794224125,55.0,13,230,1.162866082895903,-0.0075229397264586,401962
0H5A6244.png,Slaty_Backed_Gull,64.47068037241976,62.03415212019557,38.0,1,226,1.2327077413270997,0.0130751062418377,468611
0H5A6657.png,Slaty_Backed_Gull,54.82764718355725,62.17561010348801,32.0,2,230,1.6193986940735816,1.2550832068831117,264092
0H5A7419.png,Slaty_Backed_Gull,75.3075153430329,58.38124743505357,55.0,2,237,1.3309028637521858,0.3768973050101838,273414
0H5A9971.png,Slaty_Backed_Gull,99.71501588993353,52.38911123339814,86.0,25,220,0.9123490682890174,-0.2489992911951835,257081
0H5A9978.png,Slaty_Backed_Gull,93.48220963299671,58.48912941777781,82.0,21,239,0.8983623141592558,-0.4193071428389179,178636
102.png,Slaty_Backed_Gull,87.81255468837642,50.57383572774191,75.0,18,232,0.9974023489556708,-0.1122986682930009,311995
104.png,Slaty_Backed_Gull,66.60887871839404,50.48648299500592,54.0,1,209,1.1680473515428564,0.38101236595825,647188
108.png,Slaty_Backed_Gull,63.72919038410555,55.30469356059433,39.0,11,205,1.2776987270668096,0.0872569850460021,512984
109.png,Slaty_Backed_Gull,72.85333835351925,53.34583089436308,53.0,14,214,1.3886014505366326,0.5047953039784159,475414
112.png,Slaty_Backed_Gull,62.15261671196888,52.386407191007486,40.0,15,207,1.5480874425219824,0.9846491639101602,318969
121.png,Slaty_Backed_Gull,107.5627603012849,69.09814138467415,87.0,11,246,0.7375578896132121,-0.8252464231260106,270840
131.png,Slaty_Backed_Gull,94.75306729312015,61.00516780792389,88.0,13,245,0.727374302722326,-0.4845227019364597,296271
3O4A0530 2.png,Slaty_Backed_Gull,74.96345532674381,41.69466688557464,70.0,13,179,0.7165982526230443,-0.1290027530445496,206186
3O4A1102 2.png,Slaty_Backed_Gull,86.1669085031356,57.5247450454169,65.0,20,223,1.097359879687942,-0.2049348372408732,241899
3O4A1145 2.png,Slaty_Backed_Gull,53.59356729277521,51.22375409606192,32.0,1,191,1.514223411375616,0.7446722204160574,353879
3O4A1687.png,Slaty_Backed_Gull,60.64136401618386,54.65429610081442,38.0,0,207,1.227495385481983,0.0097936776703497,439203
3O4A1695.png,Slaty_Backed_Gull,90.27776358855024,56.12409083774817,96.0,0,234,0.3497945939492319,-0.5388070632786901,211428
3O4A1704.png,Slaty_Backed_Gull,78.83855334910999,55.60979215796672,88.0,8,220,0.4935853746370132,-0.5660510068297464,194380
3O4A2723 2.png,Slaty_Backed_Gull,72.3302732726885,56.28717746658408,68.0,7,228,0.9972530039607982,0.3657944224888183,323523
3O4A2740.png,Slaty_Backed_Gull,99.49456398765996,61.97154819954859,89.0,14,239,0.7529169040926073,-0.4408737155351736,362398
3O4A3053.png,Slaty_Backed_Gull,96.78755946203832,68.89264448573002,71.0,13,251,0.9142055259224204,-0.5713846678305359,143579
3O4A3191.png,Slaty_Backed_Gull,87.08381681217078,74.87695648695852,67.0,11,247,1.042995912993325,-0.3028600947208923,217176
3O4A3226.png,Slaty_Backed_Gull,92.16428392166364,72.24819525151483,62.0,12,235,0.8569046969294629,-0.8151177041594795,231106
3O4A4169 2.png,Slaty_Backed_Gull,104.59591334822618,64.62088252956846,96.0,15,235,0.5625544915760872,-0.8921018804881404,243965
3O4A4211 2.png,Slaty_Backed_Gull,63.702903509903685,51.27914033786613,43.0,11,227,1.4408194290208305,0.8808287148741916,356534
3O4A4500.png,Slaty_Backed_Gull,82.58510697185243,64.08231524902952,60.0,10,228,0.9811537634908564,-0.4168421907416428,722620
3O4A4970.png,Slaty_Backed_Gull,74.8942231368514,57.32224694267233,54.0,18,219,1.299958775334138,0.2377798974924663,136060
3O4A5274 2.png,Slaty_Backed_Gull,54.51892671146507,55.728826953188914,36.0,6,231,1.8416841552241403,2.3400606904111347,298969
3O4A6909.png,Slaty_Backed_Gull,77.2671537250401,69.08653270692328,44.0,5,228,0.9570971433594964,-0.7775738931970166,135918
3O4A7189.png,Slaty_Backed_Gull,48.0893548546542,55.02606730648325,22.0,3,232,1.451569283388674,0.4686568773489021,182083
3O4A7475.png,Slaty_Backed_Gull,65.5263898577852,52.87340369313611,45.0,8,201,1.0963711733171788,-0.1080562308680752,579124
3O4A7515 2.png,Slaty_Backed_Gull,78.87025158390074,66.9168862352119,52.0,8,241,1.1497154872305566,-0.0664818782496121,228234
3O4A8271.png,Slaty_Backed_Gull,79.61572917127981,59.13108524115587,63.0,13,243,1.166845577451579,0.40548485841438,158063
3O4A8300.png,Slaty_Backed_Gull,89.6491680346217,63.69118249926181,66.0,16,234,0.8929983699161944,-0.7131452855383174,268040
3O4A8505.png,Slaty_Backed_Gull,75.58007986175193,49.89380448244311,65.0,4,226,1.087447742135592,0.3581290086182687,238412
