species,image_name,region,lbp_histogram,ones_histogram,transitions_histogram,mean_intensity,std_intensity
Slaty_Backed_Gull,089.png,wing,"[0.05108176 0.02438051 0.02114532 0.01815503 0.01502056 0.01341481
 0.01279068 0.01381971 0.01510944 0.01813725 0.02255158 0.02999964
 0.03402883 0.03100694 0.0235648  0.01856387 0.01534843 0.01410807
 0.01346814 0.01442408 0.01680604 0.02125987 0.02407832 0.02137048
 0.06139963 0.43496621]","[0.05108176 0.09100425 0.22486006 0.59311958 0.03993435 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.05108176 0.         0.2733268  0.         0.65433157 0.
 0.02125987 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",92.965534676658,24.3481672458831
Slaty_Backed_Gull,089.png,wingtip,"[0.040196   0.02023072 0.01665368 0.01362495 0.0114883  0.01050918
 0.01034382 0.01229335 0.01531338 0.02040914 0.03202364 0.05834229
 0.0769281  0.05504376 0.03303757 0.02137085 0.01578771 0.0124239
 0.01086167 0.01164061 0.01343783 0.0164361  0.02053969 0.01813324
 0.05423435 0.37869616]","[0.040196   0.0794738  0.25479658 0.58602953 0.03950409 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.040196   0.         0.30130679 0.         0.64206111 0.
 0.0164361  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",94.31410058355345,51.69815726310729
Slaty_Backed_Gull,089.png,head,"[0.03869984 0.01750707 0.02268611 0.02230483 0.02001716 0.01931815
 0.01855559 0.01934992 0.02201887 0.03021638 0.04524513 0.07171226
 0.07930607 0.06119531 0.03711117 0.0261494  0.02122454 0.01804722
 0.01811076 0.01753884 0.02049376 0.02157405 0.01865091 0.01404378
 0.03317129 0.2657516 ]","[0.03869984 0.10345375 0.30476917 0.51288406 0.04019318 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03869984 0.         0.33940203 0.         0.60032409 0.
 0.02157405 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",172.9215200330442,24.626381865308318
Slaty_Backed_Gull,093.png,wing,"[0.0359296  0.01658081 0.01700229 0.01759631 0.01603362 0.01611496
 0.01613468 0.01888048 0.02336891 0.02917601 0.03969831 0.05690271
 0.0648197  0.05588967 0.03938281 0.02898622 0.02322348 0.01954845
 0.01702448 0.01686919 0.01763082 0.01953366 0.01919844 0.01466072
 0.04307017 0.31674349]","[0.0359296  0.09620911 0.28081388 0.54340046 0.04364694 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.0359296  0.         0.32507949 0.         0.61945725 0.
 0.01953366 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",109.39508762416504,21.27333809330333
Slaty_Backed_Gull,093.png,wingtip,"[0.03208288 0.01753148 0.01605548 0.01205665 0.0103761  0.01064082
 0.01088949 0.01390165 0.0183176  0.0259984  0.03754567 0.06438636
 0.09016015 0.06809641 0.04449249 0.0308716  0.02205573 0.01783229
 0.0134404  0.01295909 0.01374522 0.01571857 0.01808096 0.01510089
 0.04196564 0.32569799]","[0.03208288 0.08433638 0.27427474 0.56333351 0.04597249 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03208288 0.         0.32867405 0.         0.6235245  0.
 0.01571857 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",108.28414546592171,64.70547545980928
Slaty_Backed_Gull,093.png,head,"[0.0471823  0.02289305 0.02595027 0.02323006 0.01685082 0.01470836
 0.01316771 0.0135288  0.01673046 0.01913772 0.03127031 0.04958956
 0.06355167 0.05731687 0.03822729 0.02705761 0.0210876  0.01865627
 0.01726006 0.02103945 0.02445776 0.02756313 0.02479478 0.01388989
 0.03553116 0.31532703]","[0.0471823  0.10351219 0.26097109 0.54738692 0.0409475  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.0471823  0.         0.3178065  0.         0.60744806 0.
 0.02756313 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",226.42736092053633,24.358928700142787
Slaty_Backed_Gull,0H5A2453.png,wing,"[0.04559412 0.02266349 0.01827745 0.01669695 0.01430011 0.01374667
 0.01204483 0.01376796 0.01598705 0.01883515 0.02339893 0.03150899
 0.03390051 0.0310556  0.02409392 0.01958124 0.01614137 0.01563902
 0.01351252 0.01521117 0.01818592 0.02341276 0.02670681 0.01977068
 0.06974338 0.4262234 ]","[0.04559412 0.08736948 0.23570388 0.59198061 0.03935192 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.04559412 0.         0.27719826 0.         0.65379486 0.
 0.02341276 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",55.293169343946666,26.28271223743657
Slaty_Backed_Gull,0H5A2453.png,wingtip,"[0.03493518 0.0193762  0.01606424 0.01321313 0.0108645  0.01061464
 0.01077288 0.0134727  0.0172677  0.02374309 0.03398018 0.05773021
 0.07850282 0.05691819 0.03637184 0.02581966 0.0191541  0.01574498
 0.01239416 0.01242747 0.01360179 0.01704422 0.01974404 0.01746204
 0.04934344 0.36343661]","[0.03493518 0.08272674 0.26191111 0.57714528 0.0432817  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03493518 0.         0.3102232  0.         0.6377974  0.
 0.01704422 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",109.73305988173566,48.326500964226966
Slaty_Backed_Gull,0H5A6212.png,wing,"[0.03608641 0.01867884 0.01634374 0.01568337 0.01424463 0.01444827
 0.01327786 0.01605257 0.01960754 0.02621317 0.03354007 0.04787986
 0.05347305 0.04680462 0.03524334 0.02725797 0.02097206 0.01865981
 0.01509151 0.01616485 0.01733525 0.0210558  0.0214897  0.01635136
 0.05258811 0.36545624]","[0.03608641 0.08984682 0.26031047 0.57014698 0.04360933 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03608641 0.         0.30342309 0.         0.63943471 0.
 0.0210558  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",77.85543931899798,23.453370236069826
Slaty_Backed_Gull,0H5A6212.png,wingtip,"[0.01961628 0.01239421 0.00837393 0.00807041 0.00695091 0.00886153
 0.008971   0.01316542 0.01986755 0.02831113 0.04843244 0.09210075
 0.11830969 0.08262721 0.05018385 0.0358616  0.02402466 0.01859131
 0.01199616 0.01163045 0.01238923 0.01430235 0.01699414 0.0110085
 0.04277021 0.27419507]","[0.01961628 0.07161125 0.30670312 0.55519925 0.0468701  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.01961628 0.         0.34894343 0.         0.61713794 0.
 0.01430235 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",76.38868350739622,62.656178794224125
Slaty_Backed_Gull,0H5A6212.png,head,"[0.02367059 0.01436105 0.01509043 0.01536642 0.01457296 0.01457296
 0.01578532 0.01947662 0.02437534 0.03427628 0.0511754  0.08118378
 0.10007392 0.08496378 0.05666059 0.03808585 0.02822926 0.02261594
 0.01951604 0.0175053  0.01622394 0.01573111 0.01441033 0.01061062
 0.02455276 0.22691341]","[0.02367059 0.09662905 0.31415899 0.51684491 0.04869647 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02367059 0.         0.36663053 0.         0.59396777 0.
 0.01573111 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",126.64245724705535,37.04582018279127
Slaty_Backed_Gull,0H5A6244.png,wing,"[0.03624554 0.01780388 0.0167597  0.01575387 0.01389089 0.01339817
 0.01330106 0.01550212 0.01875575 0.02551238 0.03722619 0.05973429
 0.07300418 0.06241848 0.04128424 0.02755759 0.02002532 0.0165535
 0.01370027 0.0140875  0.01522639 0.01792856 0.01951342 0.01659785
 0.0437946  0.33442427]","[0.03624554 0.08723554 0.2674706  0.56489287 0.04415545 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03624554 0.         0.3174332  0.         0.6283927  0.
 0.01792856 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",92.75439012928223,24.572754862614318
Slaty_Backed_Gull,0H5A6244.png,wingtip,"[0.02903688 0.01621814 0.01203557 0.00968821 0.00859562 0.00918246
 0.00884316 0.01188619 0.016423   0.02417997 0.03813397 0.06666297
 0.08810933 0.06483843 0.03818306 0.02493966 0.01814725 0.01616479
 0.01152555 0.01223403 0.01415246 0.01724245 0.02196918 0.01545632
 0.05855603 0.34759534]","[0.02903688 0.07141958 0.27853593 0.58061164 0.04039598 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02903688 0.         0.31162521 0.         0.64209547 0.
 0.01724245 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",64.47068037241976,62.03415212019557
Slaty_Backed_Gull,0H5A6244.png,head,"[0.0301453  0.01382148 0.01351847 0.0137384  0.01393389 0.0146279
 0.01625539 0.02087885 0.02640646 0.03569247 0.04979253 0.06957661
 0.08007468 0.07309063 0.05295466 0.03840496 0.02897722 0.02335674
 0.01837163 0.01729152 0.01576666 0.01555161 0.01419292 0.01154397
 0.03034568 0.26168937]","[0.0301453  0.09665753 0.29802208 0.52522616 0.04994893 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.0301453  0.         0.34931015 0.         0.60499294 0.
 0.01555161 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",166.75918459109815,34.271285642863816
Slaty_Backed_Gull,0H5A6657.png,wing,"[0.03505118 0.01917661 0.01893865 0.01793794 0.01607667 0.01576374
 0.01415672 0.01617446 0.01930048 0.02584914 0.03496317 0.05626508
 0.07050981 0.0591727  0.0385651  0.02749201 0.02041202 0.01780429
 0.01577026 0.01637004 0.01756307 0.02016755 0.02102484 0.01715236
 0.04704674 0.32129539]","[0.03505118 0.09390443 0.27736489 0.54903514 0.04464437 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03505118 0.         0.32578721 0.         0.61899407 0.
 0.02016755 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",77.35565551861269,33.44413541147293
Slaty_Backed_Gull,0H5A6657.png,wingtip,"[0.02841813 0.01551353 0.01228738 0.00911425 0.00785711 0.00879996
 0.00874695 0.01176484 0.01638066 0.02322675 0.03591173 0.06208821
 0.07719658 0.05888857 0.03737713 0.02706633 0.02012556 0.01756585
 0.01232146 0.01259788 0.01599821 0.01934932 0.02592278 0.01676688
 0.07668161 0.34203232]","[0.02841813 0.07216425 0.28556336 0.57002105 0.04383321 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02841813 0.         0.32011193 0.         0.63212062 0.
 0.01934932 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",54.82764718355725,62.17561010348801
Slaty_Backed_Gull,0H5A6657.png,head,"[0.03651666 0.01703297 0.01565498 0.01555904 0.01446014 0.01515786
 0.01540206 0.01841968 0.02227455 0.02957439 0.04124368 0.05990755
 0.06783534 0.06355311 0.0477237  0.03608059 0.025955   0.02136752
 0.01813187 0.0176173  0.01800105 0.01929182 0.01787023 0.01219257
 0.03594976 0.29722658]","[0.03651666 0.09537764 0.27822257 0.54160998 0.04827316 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03651666 0.         0.33234781 0.         0.61184371 0.
 0.01929182 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",167.03622885051456,34.37392999845619
Slaty_Backed_Gull,0H5A7419.png,wing,"[0.03500295 0.01728597 0.01562008 0.01636143 0.0150145  0.01575585
 0.01523432 0.01801654 0.02154442 0.02708516 0.0349383  0.05081915
 0.05504097 0.0491037  0.03739079 0.02895362 0.02343013 0.02112634
 0.01679461 0.01751441 0.01852514 0.021219   0.02129659 0.01459426
 0.05288157 0.33945019]","[0.03500295 0.0928951  0.27374369 0.55481037 0.04354788 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03500295 0.         0.31677435 0.         0.62700369 0.
 0.021219   0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",52.33398488851726,17.71246094397378
Slaty_Backed_Gull,0H5A7419.png,wingtip,"[0.02939498 0.01721565 0.01423482 0.01095774 0.00898637 0.00899369
 0.00926434 0.01246827 0.01675481 0.02276767 0.03548831 0.06705216
 0.09880986 0.06903816 0.04471241 0.02989606 0.0207451  0.01623545
 0.01180627 0.01180627 0.01321805 0.01623545 0.01887248 0.01535035
 0.04966095 0.33003431]","[0.02939498 0.07793676 0.27720234 0.57021952 0.0452464  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02939498 0.         0.33370639 0.         0.62066317 0.
 0.01623545 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",75.3075153430329,58.381247435053574
Slaty_Backed_Gull,0H5A7419.png,head,"[0.02489288 0.01190758 0.01126357 0.01192072 0.01159215 0.01373446
 0.01431275 0.01883395 0.02635176 0.03601188 0.05129722 0.08395763
 0.09390689 0.08460163 0.06274479 0.04450227 0.03185869 0.02658833
 0.01862366 0.01708593 0.01508819 0.01431275 0.01310359 0.00806982
 0.02639119 0.22704571]","[0.02489288 0.09297374 0.3078753  0.52168599 0.05257209 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02489288 0.         0.36558631 0.         0.59520805 0.
 0.01431275 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",197.9966879583629,42.21720558687115
Slaty_Backed_Gull,0H5A9971.png,wing,"[0.04099562 0.02002835 0.01781532 0.01731456 0.01523277 0.01489153
 0.01383953 0.01615756 0.01841704 0.02346703 0.0304292  0.04257867
 0.04723694 0.04317231 0.03349635 0.02556699 0.020097   0.01838473
 0.01545084 0.01663409 0.01819291 0.02182947 0.02248772 0.01699351
 0.05561658 0.37367339]","[0.04099562 0.09159048 0.25482385 0.57002956 0.04256049 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.04099562 0.         0.30081898 0.         0.63635593 0.
 0.02182947 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",63.972452185571676,15.98112010509156
Slaty_Backed_Gull,0H5A9971.png,wingtip,"[0.01974475 0.00921499 0.00836312 0.00855761 0.00889603 0.01035471
 0.01197677 0.01729805 0.02386796 0.0357825  0.06033118 0.10891509
 0.14126676 0.10253967 0.05721932 0.03529627 0.02314057 0.01728249
 0.01195343 0.01072036 0.01032748 0.0108565  0.01143608 0.0086782
 0.02752829 0.20845181]","[0.01974475 0.07348268 0.33536123 0.52743688 0.04397447 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.01974475 0.         0.37262575 0.         0.596773   0.
 0.0108565  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",99.71501588993353,52.38911123339814
Slaty_Backed_Gull,0H5A9971.png,head,"[0.02430254 0.01129453 0.01416643 0.01498697 0.01568684 0.01904141
 0.01966889 0.02353026 0.02934646 0.04078579 0.06021334 0.09025968
 0.10809441 0.08854619 0.06021334 0.04068926 0.02840525 0.02258905
 0.01899315 0.01737619 0.01626605 0.0150835  0.0119944  0.00827783
 0.02077903 0.17940921]","[0.02430254 0.09889951 0.34141809 0.48641278 0.04896708 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02430254 0.         0.38686167 0.         0.57375229 0.
 0.0150835  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",142.42658557775846,34.40181302894838
Slaty_Backed_Gull,0H5A9978.png,wing,"[0.03529211 0.0159088  0.01665028 0.01771871 0.01682978 0.01672507
 0.01698149 0.01960981 0.02296466 0.02974059 0.03890551 0.05428864
 0.06114791 0.0537352  0.0402624  0.03095859 0.02474251 0.02149237
 0.01774435 0.01701782 0.01782127 0.01932348 0.01914825 0.01426557
 0.04446558 0.31625924]","[0.03529211 0.09709603 0.28274285 0.53964486 0.04522415 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03529211 0.         0.32824052 0.         0.6171439  0.
 0.01932348 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",76.49260865848967,21.591615052544537
Slaty_Backed_Gull,0H5A9978.png,wingtip,"[0.03026825 0.01566873 0.0146555  0.01387178 0.01256746 0.01204684
 0.01152063 0.01454354 0.01898274 0.02711659 0.04253342 0.07479455
 0.0998343  0.07059607 0.04352426 0.02940617 0.02114915 0.01651403
 0.01232674 0.01297611 0.0138382  0.01649723 0.01810945 0.01369825
 0.04186166 0.30109832]","[0.03026825 0.08302358 0.29146421 0.55213955 0.04310441 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03026825 0.         0.33758593 0.         0.61564858 0.
 0.01649723 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",93.48220963299671,58.48912941777781
Slaty_Backed_Gull,0H5A9978.png,head,"[0.03216612 0.01491246 0.02084182 0.01941673 0.01900957 0.01753359
 0.01822068 0.02066368 0.02562602 0.03580517 0.04842732 0.07537663
 0.08983103 0.07382431 0.04975061 0.03483815 0.02786543 0.02239414
 0.01926405 0.01895867 0.01847516 0.02000204 0.01674471 0.01122252
 0.02669483 0.22213457]","[0.03216612 0.10825529 0.3160627  0.49745521 0.04606067 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03216612 0.         0.36767101 0.         0.58016083 0.
 0.02000204 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",193.40594462540716,25.38092546633945
Slaty_Backed_Gull,102.png,wing,"[0.03676    0.01854371 0.01662982 0.01633315 0.01499452 0.01500899
 0.01460378 0.01737331 0.02089898 0.02771155 0.0348027  0.04795931
 0.05214163 0.04752154 0.03669668 0.02795938 0.02179623 0.01897967
 0.01557339 0.01606181 0.01743662 0.02018806 0.02110882 0.01581941
 0.05107977 0.35601716]","[0.03676    0.09286327 0.26367126 0.56292669 0.04377879 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03676    0.         0.30905098 0.         0.63400096 0.
 0.02018806 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",59.905436304499624,19.47391122896247
Slaty_Backed_Gull,102.png,wingtip,"[0.03294284 0.01765092 0.01500024 0.01272136 0.01067966 0.01075338
 0.01018927 0.01314444 0.01722143 0.02477283 0.03654225 0.06506515
 0.08645651 0.06616132 0.0413372  0.02688825 0.01960608 0.01557397
 0.01195852 0.01185596 0.0133047  0.01664129 0.01950352 0.01552589
 0.04697191 0.34153111]","[0.03294284 0.08015834 0.2692447  0.57523999 0.04241414 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03294284 0.         0.31786727 0.         0.6325486  0.
 0.01664129 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",87.81255468837642,50.57383572774191
Slaty_Backed_Gull,102.png,head,"[0.03054175 0.01652778 0.01472655 0.01535995 0.01355872 0.01462758
 0.01448902 0.01896241 0.0237525  0.0307001  0.04631737 0.07371192
 0.08778528 0.07733418 0.05379941 0.03636112 0.02701847 0.02062509
 0.01803211 0.01625067 0.01571624 0.01769561 0.01561727 0.01102512
 0.02804774 0.26141604]","[0.03054175 0.09558401 0.29170048 0.53478751 0.04738624 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03054175 0.         0.35038895 0.         0.60137369 0.
 0.01769561 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",186.74903505472972,27.295899168704768
Slaty_Backed_Gull,104.png,wing,"[0.04584681 0.02224439 0.01847482 0.01637071 0.01359788 0.01261093
 0.01214488 0.01417849 0.01704728 0.02093826 0.02616083 0.03424436
 0.03666864 0.03350122 0.02662003 0.02154433 0.01750159 0.01579108
 0.01339324 0.01427836 0.01625714 0.02099603 0.02392455 0.0197555
 0.06097504 0.42493362]","[0.04584681 0.08886596 0.23131075 0.59267665 0.04129983 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.04584681 0.         0.27736807 0.         0.65578908 0.
 0.02099603 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",70.7575704763173,19.752976132099555
Slaty_Backed_Gull,104.png,wingtip,"[0.02956946 0.0155519  0.01243534 0.01088092 0.00900048 0.00904374
 0.00887532 0.01163959 0.01615605 0.0246868  0.04168804 0.07997831
 0.106578   0.07751998 0.04506728 0.02822209 0.01865918 0.01454137
 0.01054099 0.0106476  0.01203514 0.01574813 0.01877352 0.01350921
 0.05033313 0.30831845]","[0.02956946 0.07180294 0.28920345 0.56769285 0.04173131 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02956946 0.         0.33339926 0.         0.62128315 0.
 0.01574813 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",66.60887871839404,50.486482995005915
Slaty_Backed_Gull,104.png,head,"[0.01921712 0.00975914 0.00960139 0.01002445 0.01187446 0.01365276
 0.01588997 0.02087352 0.02643788 0.03791795 0.05954438 0.09893947
 0.12227967 0.10071777 0.06336629 0.04012649 0.02767839 0.02263748
 0.01750335 0.01565335 0.01364559 0.01222582 0.00967309 0.00683355
 0.02120336 0.19272331]","[0.01921712 0.08535125 0.33429897 0.51417262 0.04696004 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.01921712 0.         0.37911501 0.         0.58944206 0.
 0.01222582 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",144.0001577524577,34.93911472390423
Slaty_Backed_Gull,108.png,wing,"[0.03615203 0.02156018 0.01529741 0.01326134 0.01138654 0.0114403
 0.01000228 0.01213243 0.01548389 0.01931412 0.02443622 0.03715998
 0.03845353 0.03778156 0.03001861 0.02304524 0.01814993 0.01686647
 0.01316391 0.01461704 0.01840696 0.02299148 0.02860076 0.01874126
 0.08036098 0.41117555]","[0.03615203 0.08187796 0.24570611 0.59447741 0.0417865  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03615203 0.         0.28915238 0.         0.65170412 0.
 0.02299148 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",40.32066108482959,12.32852460918853
Slaty_Backed_Gull,108.png,wingtip,"[0.02421323 0.01574123 0.0100237  0.00788524 0.00709184 0.00841352
 0.00788329 0.01121867 0.01610577 0.02157182 0.03470089 0.06956552
 0.08801444 0.06483438 0.03900512 0.02832057 0.02060103 0.01796352
 0.01218362 0.01276843 0.01570419 0.01946454 0.02500078 0.01511938
 0.06710931 0.33949597]","[0.02421323 0.06956357 0.28142983 0.58135341 0.04343995 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.02421323 0.         0.3190002  0.         0.63732202 0.
 0.01946454 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",63.72919038410555,55.30469356059433
Slaty_Backed_Gull,108.png,head,"[0.03354049 0.01648478 0.01580229 0.01662259 0.01455543 0.01532323
 0.0151723  0.01783007 0.02235814 0.02957679 0.04286567 0.06841314
 0.08050767 0.07149091 0.04879153 0.03315987 0.02493716 0.02102597
 0.01833538 0.01838788 0.01903756 0.01931974 0.01819101 0.01313795
 0.03142739 0.27370507]","[0.03354049 0.0941378  0.28989454 0.53612936 0.04629782 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[0.03354049 0.         0.33764921 0.         0.60949056 0.
 0.01931974 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",160.2029032109881,28.91898842515001
