region,slaty_mean_ones,glaucous_mean_ones,mean_diff_pct,kl_divergence
wing,12.182937541818184,11.340841309696968,6.912095126735268,0.026288085178386763
wingtip,12.350865199734514,11.193331883061223,9.372082829453703,0.07635967237073522
head,11.781845865684211,10.553251546,10.42785938375423,0.02430026454125171
