image_name,species,mean_intensity,std_intensity,median_intensity,min_intensity,max_intensity,skewness,kurtosis,pixel_count,intensity_0_25,pct_0_25,intensity_25_50,pct_25_50,intensity_50_75,pct_50_75,intensity_75_100,pct_75_100,intensity_100_125,pct_100_125,intensity_125_150,pct_125_150,intensity_150_175,pct_150_175,intensity_175_200,pct_175_200,intensity_200_225,pct_200_225,intensity_225_255,pct_225_255
025.png,Slaty_Backed_Gull,157.6445040269878,83.26756419025915,202.0,0,254,-0.6455693361801412,-1.2928193225539606,774276,62908,8.124751380644629,98632,12.738610004701165,65233,8.425031900769236,15975,2.0632177673077816,10200,1.317359701191823,18806,2.4288496608444534,35568,4.593710769803016,62876,8.120618487464418,201697,26.04975486777325,202381,26.13809545950023
027.png,Slaty_Backed_Gull,163.43029844189968,74.91068059718005,206.0,18,254,-0.5113576164077165,-1.4225179852557581,493999,2328,0.47125601468828887,34974,7.0797714165413295,66459,13.453266099728948,57565,11.652857596877727,15192,3.075309869048318,12635,2.5576974852175813,15561,3.1500063765311266,26660,5.396772058243033,127914,25.893574683349563,134711,27.26948839977409
028.png,Slaty_Backed_Gull,79.45058221297182,64.50805202403507,48.0,7,218,0.8914527327127438,-0.851491125518701,266655,45000,16.875738313551217,95621,35.85944385066846,39841,14.941028670004314,9626,3.6099079334720896,6739,2.527235566556037,6441,2.415480677279631,10278,3.8544186308150987,46300,17.363259642609364,6809,2.553486715043783,0,0.0
032.png,Slaty_Backed_Gull,177.98008335795112,81.13283362781054,217.0,7,254,-1.0129314407532106,-0.5356059879450461,1557140,117633,7.554426705370101,147492,9.471980682533362,55365,3.555556982673363,18213,1.1696443479712806,9938,0.6382213545345955,45992,2.953620098385502,129971,8.346776783076667,129635,8.32519876183259,203353,13.059390934662266,699548,44.925183348960275
038.png,Slaty_Backed_Gull,113.32703509266234,74.83076573753597,93.0,0,253,0.402393183317025,-1.1913640086284907,173911,22827,13.125679226730913,16626,9.560062330732386,23795,13.68228576685776,33390,19.199475593838226,15646,8.996555709529588,6866,3.9479963889575704,6122,3.5201913622485064,6997,4.02332227403672,21324,12.261444071967846,20318,11.682987275100484
040.png,Slaty_Backed_Gull,179.04571743212693,70.59689314776062,215.0,9,254,-0.9435456125305457,-0.38699222168114167,1013399,30914,3.0505260020978904,73387,7.241668878694374,27451,2.70880472548325,19738,1.947702731105912,71711,7.076284859171955,109255,10.781044780979654,59083,5.83018139942905,36142,3.5664136238539803,186359,18.389499101538487,399359,39.40787389764545
041.png,Slaty_Backed_Gull,148.65937561185353,77.53434646020396,175.0,0,254,-0.48149235588660233,-1.2856006252258385,520958,52102,10.001190115134042,31833,6.110473397087673,56568,10.858456919751688,32262,6.1928216862011904,8015,1.5385117418294756,29362,5.636154929955966,49300,9.463334856168828,63572,12.202903113110846,100330,19.258750225546013,97614,18.73740301521428
042.png,Slaty_Backed_Gull,155.46926897269347,88.92707226291976,196.0,0,254,-0.6479486683412767,-1.322112645927814,503579,82984,16.4788444315589,47161,9.365164154978663,22210,4.4104301410503615,9168,1.8205683715961152,2637,0.523651701123359,5433,1.0788773956022788,10710,2.126776533572687,81869,16.25742932092085,86842,17.244960572224024,154565,30.693297377372765
043.png,Slaty_Backed_Gull,195.2660551795697,26.57325656599903,199.0,8,254,-0.9583739962352951,1.786018161542529,1029294,99,0.009618243184163126,824,0.08005487256313551,1085,0.10541205913956557,3002,0.29165622261472424,7491,0.7277804009350098,31354,3.046165624204552,187873,18.25260809836645,283463,27.539556239519513,410028,39.83584864965695,104075,10.111299589815932
045.png,Slaty_Backed_Gull,132.90524258780871,83.15168751015426,164.0,0,254,-0.14809244737012323,-1.7111752757681158,389426,41522,10.66235947265976,61071,15.682311915485869,54851,14.085089336613374,15240,3.9134521064335717,4650,1.1940651112149676,8022,2.0599549079927892,18179,4.668152614360623,44517,11.431440119560584,94558,24.28137823360536,46816,12.021796182073102
046.png,Slaty_Backed_Gull,166.94460734328317,64.7243301560907,195.0,0,254,-1.281709738353108,0.2646427767092301,1402370,83013,5.919479167409457,90748,6.47104544449753,56185,4.006431968738635,15101,1.0768199547908184,6538,0.4662107717649408,124459,8.874904625740712,99389,7.087216640401605,303160,21.61769005326697,542515,38.6855822643097,81262,5.79461910907963
047.png,Slaty_Backed_Gull,143.0820396571705,74.6399741441254,173.0,10,247,-0.39216224346879747,-1.342267953659375,314092,33879,10.7863301198375,17794,5.665219107777339,14156,4.506959744278746,47135,15.006749614762555,21312,6.78527310469544,9717,3.093679558855367,14549,4.632082319829859,42613,13.567044050787667,80512,25.633253951071662,32425,10.323408428103868
055.png,Slaty_Backed_Gull,169.26883601659856,58.402282239043274,178.0,19,254,-0.5807059736027795,-0.6502100922013079,791635,1075,0.13579490548042975,33475,4.228590196239428,36384,4.596057526511587,30158,3.8095839623058603,67897,8.576806230143942,144659,18.27344672734278,72542,9.163566542661707,73418,9.27422360052297,152950,19.320772830913235,179077,22.62115747787806
057.png,Slaty_Backed_Gull,160.75937983459153,86.02541452605271,213.0,2,254,-0.539888116048066,-1.3597179263904544,687752,66993,9.740865893519757,47009,6.83516732775768,53022,7.7094650397236215,57207,8.31796926799195,40658,5.9117239935325525,10848,1.5773127522711674,9123,1.3264955972501717,24146,3.5108585652967927,138476,20.134583396340542,240270,34.935558166315765
059.png,Slaty_Backed_Gull,208.90990592913872,24.348133044338866,212.0,126,253,-1.0239101685373715,1.157597925399556,257997,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9034,3.5015911037725242,13640,5.28688318081218,49535,19.199835657003764,115570,44.79509451660291,70218,27.216595541808626
061.png,Slaty_Backed_Gull,108.38875926900039,71.15464739413595,80.0,5,247,0.6401895552840656,-1.0810768540651539,235732,16905,7.171279249317021,27783,11.785841548877539,61305,26.006227410788522,43383,18.403526038043204,11833,5.019683369249826,4765,2.021363243004768,5892,2.4994485262925696,11801,5.0061086318361525,31571,13.392751090221097,20494,8.693770892369301
066.png,Slaty_Backed_Gull,206.4156002437538,22.401270430502912,206.0,135,254,-0.27337632955590196,-0.14385378912066837,3282,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44,1.340645947592931,172,5.2407068860450945,1008,30.712979890310788,1261,38.421694088970135,797,24.28397318708105
068.png,Slaty_Backed_Gull,207.41556244713843,21.60120821831071,210.0,133,252,-0.6533565640777413,0.6751436223962504,3547,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77,2.1708486044544686,151,4.257118691852269,958,27.00873978009586,1649,46.489991542148296,712,20.073301381449113
072.png,Slaty_Backed_Gull,154.69353235641296,90.14967740224964,207.0,0,254,-0.4037005409843538,-1.551370879193629,439681,60515,13.76338754688058,36040,8.196851808470232,22343,5.0816387335363595,40403,9.189162142553352,18342,4.171660817729218,13634,3.100884504902418,8392,1.9086565032375744,13133,2.9869382575094217,51943,11.813792272124562,174936,39.787027413056286
076.png,Slaty_Backed_Gull,144.16543724456668,67.05294891030715,153.0,3,251,-0.5711516973541892,-0.7816918754484821,418896,33600,8.02108399220809,34296,8.18723501776097,12714,3.035120889194454,8762,2.09168862915855,54190,12.93638516481418,57659,13.764514342462093,43746,10.443164890569497,61120,14.590733738207096,81876,19.545662885298498,30933,7.384410450326573
082.png,Slaty_Backed_Gull,137.8113931253605,82.3690745793713,158.0,1,254,-0.3185076048919076,-1.4308475632514646,514907,80107,15.557566706220735,27164,5.275515772751196,56962,11.062580232935268,27288,5.2995977914458345,19540,3.7948600426873202,34046,6.612067810303608,30533,5.929808683898257,62340,12.107040688901103,91144,17.701060579871704,85783,16.659901690984974
088.png,Slaty_Backed_Gull,168.28446263643997,67.64990988071669,192.0,13,254,-0.6829516654748564,-0.8231641814500539,476400,9765,2.049748110831234,32004,6.717884130982369,17996,3.777497900923594,30062,6.31024349286314,45151,9.47753988245172,41416,8.693534844668346,34760,7.296389588581024,39642,8.321158690176322,84869,17.81465155331654,140735,29.54135180520571
089.png,Slaty_Backed_Gull,155.0193460178304,71.48318626571937,194.0,0,242,-0.7827787756482073,-0.8305034778438265,532461,48079,9.029581509256076,15248,2.863683913000201,14861,2.7910025335188866,80509,15.120168425480927,29726,5.582756295766263,10616,1.9937610454098986,13726,2.5778413818101233,87624,16.456416526280798,197978,37.181690302200536,34094,6.4030980672762885
093.png,Slaty_Backed_Gull,154.55022496505288,77.9325341652003,181.0,0,254,-0.41275812483721075,-1.32532527376909,444958,29841,6.706475667366359,33921,7.623416142647171,26649,5.989104589646663,38695,8.696326394850749,48551,10.911366915529106,27217,6.116757087185757,12936,2.9072406833903424,21635,4.8622566624265655,75451,16.956881323630547,130062,29.230174533326743
0H5A2453.png,Slaty_Backed_Gull,149.27116808749446,61.21664112189302,145.0,19,254,-0.13533021688451027,-1.3265996802202262,1364932,134,0.00981733888574669,75224,5.511190301055291,79126,5.797065348310392,191329,14.017474863216627,232089,17.003704213836293,123933,9.079792986024213,77999,5.714497132457881,141479,10.365278270272803,291988,21.392127959488093,151631,11.10905158645266
0H5A6212.png,Slaty_Backed_Gull,112.57145450684058,83.91147830661478,85.0,5,254,0.2391409120583888,-1.5823065945468644,583868,117924,20.197030835736847,82245,14.086231819520851,75226,12.884076537847596,34580,5.922571540142635,13006,2.227558283721663,36837,6.309131516027596,31876,5.459453164071331,31817,5.44934814033309,81132,13.895606541204518,79225,13.568991621393877
0H5A6244.png,Slaty_Backed_Gull,154.1689095558094,83.40043475510538,200.0,0,254,-0.7395526334667045,-1.2057967854617424,1207297,155750,12.900719541256212,139332,11.540822183770853,52222,4.325530503264731,22319,1.8486751810035145,8727,0.7228544426102277,16624,1.376960267440406,39992,3.312523761758705,166165,13.763390449905863,396576,32.84825523462744,209590,17.36026843436205
0H5A6657.png,Slaty_Backed_Gull,165.70240748840462,25.305660230756448,166.0,6,240,-0.6831844549943717,3.3229020306245864,427541,140,0.03274539751743108,1760,0.4116564259334193,1482,0.3466334222916632,1833,0.42873081178179406,5530,1.2934432019385276,86534,20.239930205524146,204462,47.82278190863566,81262,19.006832093296318,43693,10.219604669493686,845,0.19764186358735186
0H5A7419.png,Slaty_Backed_Gull,125.710053380589,79.33815874450738,151.0,0,247,-0.030165329697009954,-1.7440521597688983,458781,41703,9.089957953794949,72954,15.901704734938892,89711,19.554209960743798,13990,3.0493852186555244,5037,1.0979094600691832,5550,1.2097275170506188,23816,5.191147846140097,83011,18.09381818340341,87610,19.09625725564049,35399,7.715881869563038
0H5A9971.png,Slaty_Backed_Gull,174.52062472570273,71.6611185119345,211.0,24,254,-0.6827049632437072,-1.1548644771431367,617487,2,0.0003238934584857657,34353,5.563355989680755,60667,9.824822222977973,55962,9.06286286189021,42030,6.806621030078366,18796,3.043950722849226,14154,2.2921940057037635,40641,6.581677023160001,115021,18.62727474424563,235861,38.19691750595559
0H5A9978.png,Slaty_Backed_Gull,161.63450570002928,74.73250062569915,203.0,14,247,-0.6946295899179996,-1.160202926446948,420261,8072,1.9207111771018488,52339,12.453927440328748,22842,5.435193843825623,41523,9.880288677750256,15306,3.6420224574728564,8396,1.997806125241219,12911,3.0721385044055958,39801,9.470543305231748,129995,30.93196846721442,89076,21.195400001427682
102.png,Slaty_Backed_Gull,148.25347753112104,72.97861430754962,181.0,6,254,-0.4600119351945327,-1.35861759031612,669081,33149,4.954407612830136,57886,8.651568345237722,81224,12.139636307113788,62733,9.37599483470611,15207,2.272818986042049,15439,2.3074934126062465,48051,7.18164168463908,124402,18.592965575169522,147228,22.00451066462805,83762,12.518962577027295
104.png,Slaty_Backed_Gull,127.22211441620583,79.66361168702316,127.0,0,253,-0.0327855431679144,-1.6153392867483207,1084252,123558,11.395690300778785,115733,10.673994606419908,182528,16.83446283705264,85246,7.862194397612362,32608,3.0074189395085273,22213,2.0486934771621357,66720,6.153551019504691,146889,13.547496338489577,183107,16.887863706961113,125650,11.588634376510258
108.png,Slaty_Backed_Gull,191.64214093033146,27.25324675370268,190.0,5,254,-0.25906922415055544,1.1294446331743968,926401,230,0.024827261628603593,334,0.03605350166936348,1148,0.12392041891146491,1226,0.1323400989420348,6911,0.7460052396316498,29703,3.2062789224104895,205530,22.18585688055173,329056,35.51982348896428,235090,25.37669972290617,117173,12.648194464384213
109.png,Slaty_Backed_Gull,138.38174766961924,79.37649999972899,192.0,5,237,-0.43812074587768296,-1.66845561782869,690016,53219,7.712719705050318,121883,17.66379330334369,83974,12.169862727820805,12638,1.8315517321337478,4902,0.7104183091406576,4813,0.6975200575059128,7551,1.0943224504939015,124451,18.035958586467558,274174,39.73444094049993,2411,0.34941218754347725
112.png,Slaty_Backed_Gull,141.8282091714382,91.55436930225738,197.0,5,254,-0.3464558952329222,-1.7233365364566904,655099,104133,15.895765372867308,107480,16.406680516990562,39395,6.013594891764451,11666,1.7807995432751387,6247,0.953596326662077,8278,1.2636258031228869,10879,1.6606650292551202,49623,7.574885627973788,149953,22.890128056980704,167445,25.56025883110797
121.png,Slaty_Backed_Gull,169.09842796463565,81.84506505740646,218.0,9,254,-0.5344882014052939,-1.3908584726328426,543372,11576,2.1304005359127816,53286,9.806541374969633,44363,8.16438830120065,57472,10.576915998616048,29446,5.419123547035917,13762,2.532703194128516,9552,1.7579117068969325,28074,5.1666261787504695,51297,9.440493805348822,244544,45.00489535714023
122.png,Slaty_Backed_Gull,182.03719933380083,69.31875539530833,202.0,6,254,-0.6261762172403773,-0.7994614472670851,1140800,20240,1.7741935483870968,41228,3.613955119214586,41862,3.6695301542776995,48731,4.271651472650771,113509,9.949947405329592,142545,12.495178821879382,85903,7.530066619915848,53814,4.717215988779803,104283,9.141216690042075,488685,42.83704417952314
129.png,Slaty_Backed_Gull,159.51073992993256,80.63609534000412,199.0,0,254,-0.5740643960110361,-1.1979883304341172,293717,26228,8.929684015566004,17318,5.896151737897363,19953,6.793273797567045,22196,7.5569340555704985,19639,6.686368170722158,11885,4.046412022456991,11976,4.0773942264152225,18265,6.218570937330832,56299,19.167770336752724,89958,30.62744069972116
130.png,Slaty_Backed_Gull,171.00726007572203,67.43733353141451,197.0,0,254,-0.7835766577941925,-0.4649892019601958,961147,32158,3.3457941397101587,55199,5.743034104044439,29280,3.0463602341785387,23254,2.4194009865296358,83184,8.654659484969521,137707,14.327360955192079,67092,6.980409864464021,63830,6.641023693566124,185668,19.317336474025304,283775,29.524620063320178
131.png,Slaty_Backed_Gull,147.71645262786143,73.35283715234702,169.0,5,253,-0.5008099735339275,-1.1658377106347895,622940,46929,7.533470318168684,53318,8.559090763155359,37857,6.077150287347096,40700,6.533534529810255,51715,8.301762609561115,37550,6.027867852441648,52838,8.48203679327062,72655,11.6632420457829,150708,24.193020194561274,78670,12.628824605901052
3O4A0530 2.png,Slaty_Backed_Gull,142.42814087474414,73.8395159192149,179.0,0,249,-0.4563606435476717,-1.2902879780819858,416739,39860,9.564739561212173,15121,3.6284101080052507,50015,12.001516536729223,47509,11.400180928590796,19684,4.723340028171109,5467,1.311852262447239,20911,5.017768915316301,93048,22.327643921015312,94219,22.608635140939533,30905,7.415912597573062
3O4A1102 2.png,Slaty_Backed_Gull,156.67064891300694,78.7274872986773,202.0,19,250,-0.4865531157175579,-1.5182936495884733,505661,4338,0.8578870033480929,60339,11.932697993319636,85053,16.820162124427235,28714,5.67850793318053,9220,1.8233559637781043,8415,1.6641583986109272,11700,2.313803121063321,35616,7.043454013657372,142067,28.095304957273747,120199,23.770668491341038
3O4A1145 2.png,Slaty_Backed_Gull,135.3931377673581,88.53109295678973,177.0,0,254,-0.2598535383538746,-1.7295089366009198,709769,112665,15.873474327562912,138656,19.535369958394913,27410,3.8618198315226504,9089,1.2805574771510166,7156,1.0082153489374712,15452,2.177046334793433,36070,5.081935108464867,93991,13.242477482110376,125706,17.710832679364692,143574,20.228271451697665
3O4A1687.png,Slaty_Backed_Gull,163.14835909376413,83.63908123809621,197.0,0,254,-0.7581586755364219,-1.027164883274559,1315066,133988,10.188690149391741,143532,10.91443319194626,59576,4.530266921964373,14393,1.0944697832656307,8917,0.6780648271645682,45812,3.483627437710351,113720,8.64747472750417,152310,11.58192820740556,206686,15.716777713057747,436132,33.16426704058959
3O4A1695.png,Slaty_Backed_Gull,157.2093793986527,76.80310844436758,194.0,0,254,-0.5767154671627219,-1.0838950209273264,424846,42967,10.113547026451938,19053,4.484683861917024,8381,1.9727148190167731,33704,7.933227569519308,63232,14.883510730947213,14612,3.4393639106876375,8598,2.0237921505674996,33992,8.001016839042853,94742,22.300315879165627,105565,24.847827212684127
3O4A1704.png,Slaty_Backed_Gull,137.2061234550916,83.04831343789498,156.0,0,254,-0.3393739953416905,-1.3713013279423614,348888,65214,18.691958450849555,9762,2.7980326064525007,7746,2.22019673935475,49253,14.117137878058289,31166,8.93295269542088,9585,2.747299993121002,8878,2.544656164729082,39164,11.225378918162848,74211,21.270722982733716,53909,15.451663571117379
3O4A2703 2.png,Slaty_Backed_Gull,154.36834436388534,71.6317486790983,158.0,10,254,-0.5076767545504451,-0.9008906982703291,911408,54900,6.023646928708109,83915,9.207182732651018,25566,2.8051103347787163,25156,2.7601249934167793,77950,8.552700876007233,150403,16.50226901673016,92721,10.17338008882959,74763,8.203022137176765,99214,10.88579428751997,226820,24.88676860418166
3O4A2723 2.png,Slaty_Backed_Gull,122.27372231964361,82.69207622159867,104.0,4,252,0.04233697248996684,-1.5210802720524617,521218,99834,19.153981635323415,31643,6.070972222755162,58134,11.153490478072515,64585,12.391168378682242,24691,4.737173313277745,15363,2.9475190803080475,21647,4.1531566446285435,67610,12.971539739609913,64996,12.47002214044795,72715,13.950976366894466
3O4A2740.png,Slaty_Backed_Gull,156.0788057380014,71.73718339414727,181.0,3,254,-0.5668622230037851,-0.996546862063834,920669,53686,5.831194490093617,56007,6.083293778763052,49788,5.407806714465242,69294,7.526483459310566,56628,6.150744730190763,123518,13.41611371730774,34230,3.7179485786965785,81760,8.880498854637226,214754,23.325864127064126,181004,19.660051549471092
3O4A3053.png,Slaty_Backed_Gull,187.68290496816851,70.26485276664019,220.0,9,254,-1.2346597568046347,0.11023808718671901,553383,13695,2.4747778663240467,35410,6.3988232381551295,29605,5.34982101004187,19268,3.4818561466470785,9372,1.6935829253880226,11539,2.0851742825493376,28627,5.173089885305475,64272,11.614379191265362,80179,14.488880214968654,261416,47.23961523935502
3O4A3191.png,Slaty_Backed_Gull,155.2124905346678,88.27741426130612,189.0,3,254,-0.4941090057059619,-1.3597927424011256,485984,70569,14.52084842299335,22377,4.604472575228814,44040,9.062026733390399,25768,5.302232172252584,9411,1.936483505629815,20253,4.1674211496674785,21572,4.438829261868704,43377,8.92560248897083,60120,12.37077763877,168497,34.67130605122802
3O4A3226.png,Slaty_Backed_Gull,137.79954611492926,89.78502909705696,175.0,0,254,-0.2179910962860884,-1.6716708758589018,388204,54932,14.150292114455286,56005,14.42669318193527,35603,9.171208951994313,18763,4.833283531339193,6449,1.661239966615491,6507,1.676180564857652,14566,3.7521509309538286,35769,9.213969974549464,66250,17.06576954384808,93360,24.049211239451424
3O4A4169 2.png,Slaty_Backed_Gull,118.40789451795465,78.16605148558972,96.0,0,240,0.14395414765313116,-1.4529664510001354,300563,49159,16.355639250340197,25530,8.494059481705998,22942,7.633008720301568,57919,19.27016964829337,22406,7.454676723349181,10002,3.3277549132794126,9520,3.16738919960208,16697,5.555241330436547,58769,19.552972255400697,27619,9.18908847729095
3O4A4211 2.png,Slaty_Backed_Gull,129.97622632060074,68.70640713386163,152.0,0,246,-0.5828046598442199,-1.0629757741526153,994377,130950,13.169049565707978,97230,9.777981590483288,50688,5.097463034643803,21434,2.1555204917249693,16960,1.7055905355815753,157350,15.823978229584956,204644,20.58012202615306,180541,18.156192269129313,117462,11.812622375618101,17118,1.7214798813729602
3O4A4500.png,Slaty_Backed_Gull,161.8211564902787,69.66931049324403,192.0,8,254,-0.9670036348742299,-0.5437621227154588,2264818,148283,6.547236908219557,141606,6.2524229319971845,162539,7.17669146041757,90318,3.9878701070019758,23782,1.0500623008118093,65292,2.8828806553109345,263380,11.629190513321602,370410,16.354956557215637,728453,32.163864822692155,270755,11.954823743011579
3O4A4970.png,Slaty_Backed_Gull,116.94854537137073,81.14516704389831,82.0,10,248,0.11985094711621089,-1.7523132375762605,205482,28346,13.794882276793102,38828,18.89605902220146,32450,15.7921375108282,6643,3.2328865788730883,3006,1.4629018600169357,4550,2.2143058759404717,8676,4.222267643881216,24421,11.884739295899397,47098,22.920742449460292,11464,5.579077486105839
3O4A5274 2.png,Slaty_Backed_Gull,144.6447242615027,95.73196264404164,186.0,3,254,-0.29577214430402143,-1.6853632114929238,659955,115338,17.476646134963747,89620,13.579713768362994,44065,6.676970399496936,10305,1.561470100234107,4955,0.7508087672644347,27871,4.223166731064997,26697,4.045275814260063,25429,3.8531415020721114,86418,13.094529172443576,229257,34.738277609837034
3O4A6909.png,Slaty_Backed_Gull,178.7772436532358,78.68531932182833,214.0,4,254,-1.1904508774980178,-0.26918581772989425,454326,39725,8.7437214687251,36638,8.064253421551925,17052,3.7532520700994443,5228,1.1507155654750114,3499,0.7701518293031876,6437,1.4168240426477903,7382,1.6248244652518236,31029,6.829677368233384,156239,34.38918309759952,151097,33.257396671112815
3O4A7189.png,Slaty_Backed_Gull,105.97594038809126,76.53346089869201,134.0,1,237,-0.12201280280600081,-1.634908013967372,351876,106023,30.130784708249497,32940,9.361252259318624,5571,1.5832281826552534,3362,0.9554502154167945,4239,1.2046857415680523,63530,18.05465561731974,54098,15.374165899350908,41664,11.84053473382669,39199,11.140003864997897,1250,0.3552387772965476
3O4A7475.png,Slaty_Backed_Gull,118.46860690364223,74.98905369202583,152.0,0,230,-0.2830976822898883,-1.5847708019464388,1116599,183242,16.410725784278867,155538,13.929620212806926,97304,8.714319106501081,22792,2.041198317390576,17472,1.5647515356900732,68589,6.142670734972895,206598,18.502434625142957,202615,18.145726442527714,162358,14.540403493107194,91,0.00814974758171913
3O4A7515 2.png,Slaty_Backed_Gull,164.19610886597067,86.4247793247413,212.0,4,254,-0.6987757156649809,-1.2289658506053511,568883,54153,9.519180569642616,63218,11.112654095833415,30432,5.349430374962866,28002,4.922277515763347,8367,1.4707769435894553,7913,1.3909714299776932,18389,3.2324748674156196,26084,4.585125588214097,136906,24.065756930686977,195419,34.35135168391392
3O4A8271.png,Slaty_Backed_Gull,161.0504898860126,89.53957816922913,208.0,1,254,-0.5444834622424717,-1.3629666862395333,381007,43876,11.51579892232951,31056,8.151031345880783,27045,7.098294781985633,21798,5.721154729440666,10085,2.646932995981701,14249,3.7398263024038934,14494,3.804129582921049,16894,4.434039269619718,45430,11.923665444466899,156080,40.96512662497015
3O4A8300.png,Slaty_Backed_Gull,159.0239961887318,74.5747141674272,192.0,13,254,-0.655993292820281,-1.1520714985976621,648603,26471,4.081233050109235,63901,9.852097508028795,63271,9.75496567237586,35653,5.496891010371521,10294,1.5871033590655608,30092,4.639509838838242,39689,6.119151468617937,85316,13.153809032644007,157864,24.339079529388545,136052,20.976159530560295
3O4A8505.png,Slaty_Backed_Gull,123.25281618887016,77.8479726921096,99.0,0,248,0.10041289563471323,-1.5991920835861058,370625,40804,11.009510961214165,37196,10.036020236087689,69549,18.765328836424956,38773,10.461517706576728,14036,3.7871163575042157,11779,3.1781450252951093,14585,3.935244519392917,38839,10.479325463743676,69515,18.756155143338955,35549,9.591635750421586
3O4A8923.png,Slaty_Backed_Gull,173.70743981652083,81.8575577297843,216.0,10,254,-1.0311409223251375,-0.7086789439607699,2727285,198933,7.294177176202707,344491,12.631279825907448,112988,4.1428746903972264,18847,0.6910535569256605,12184,0.4467446563157133,16311,0.5980673086971109,74830,2.743754319772228,242259,8.882790027444877,629868,23.095056072247676,1076574,39.47420236608935
