region,slaty_mean_transitions,glaucous_mean_transitions,mean_diff_pct,kl_divergence
wing,2.7954720199982894,3.0946942044401795,9.66887726782745,0.026624399414047983
wingtip,2.6920314003467207,2.9279417099099314,8.057206493037313,0.03494587507150992
head,2.5213733856948615,2.653800731040109,4.99010132133564,0.0074987750925303975
