region,slaty_mean_transitions,glaucous_mean_transitions,mean_diff_pct,kl_divergence
wing,3.2759487044859807,3.2813693822448986,0.16519559755291507,0.006946936002801954
wingtip,3.252525723636363,3.224634918762886,0.8575121995436424,0.014577417684068653
head,3.200217184301075,3.1489985729787238,1.6004729795717754,0.0028942776595004523
