region,slaty_mean_transitions,glaucous_mean_transitions,mean_diff_pct,kl_divergence
wing,3.276070733644861,3.280987276938776,0.14984950805728564,0.006917286127477374
wingtip,3.2529531139999994,3.224419808247423,0.8771508457891813,0.014627202208496707
head,3.199761416344086,3.1485125402127663,1.601646793712342,0.0028980439883576573
