region,slaty_mean_ones,glaucous_mean_ones,mean_diff_pct,kl_divergence
wing,2.4845974803738304,2.4643139897959183,0.8163692806635336,0.0145119196201972
wingtip,2.514826577818183,2.436718532886597,3.1059018391379873,0.02552313199180736
head,2.4481464323655917,2.394738361170212,2.1815717593237434,0.0053136422850537934
