Cluster,True_Label,Predicted_Species,Correctly_Clustered,image_name,species,mean_wing_intensity,mean_wingtip_intensity,wing_pixel_count,wingtip_pixel_count,darker_pixel_count,pct_darker_pixels,intensity_0_10,pct_0_10,intensity_10_20,pct_10_20,intensity_20_30,pct_20_30,intensity_30_40,pct_30_40,intensity_40_50,pct_40_50,intensity_50_60,pct_50_60,intensity_60_70,pct_60_70,intensity_70_80,pct_70_80,intensity_80_90,pct_80_90,intensity_90_100,pct_90_100,intensity_100_110,pct_100_110,intensity_110_120,pct_110_120,intensity_120_130,pct_120_130,intensity_130_140,pct_130_140,intensity_140_150,pct_140_150,intensity_150_160,pct_150_160,intensity_160_170,pct_160_170,intensity_170_180,pct_170_180,intensity_180_190,pct_180_190,intensity_190_200,pct_190_200,intensity_200_210,pct_200_210,intensity_210_220,pct_210_220,intensity_220_230,pct_220_230,intensity_230_240,pct_230_240,intensity_240_255,pct_240_255,diff_gt_10,pct_diff_gt_10,diff_gt_20,pct_diff_gt_20,diff_gt_30,pct_diff_gt_30,diff_gt_40,pct_diff_gt_40,diff_gt_50,pct_diff_gt_50,diff_gt_60,pct_diff_gt_60,diff_gt_70,pct_diff_gt_70,diff_gt_80,pct_diff_gt_80,diff_gt_90,pct_diff_gt_90,diff_gt_100,pct_diff_gt_100,dark_lt_30,pct_dark_lt_30,dark_lt_40,pct_dark_lt_40,dark_lt_50,pct_dark_lt_50,dark_lt_60,pct_dark_lt_60
1,0,Glaucous_Winged_Gull,False,002.png,Slaty_Backed_Gull,159.3263241948363,150.17052375152252,3757,2463,1733,70.3613479496549,0,0.0,0,0.0,0,0.0,12,0.4872107186358099,35,1.4210312626877792,39,1.5834348355663823,29,1.1774259033698742,50,2.0300446609825418,65,2.639058059277304,55,2.2330491270807955,37,1.5022330491270808,32,1.2992285830288266,45,1.8270401948842876,175,7.105156313438895,540,21.92448233861145,619,25.131952902963867,288,11.69305724725944,85,3.451075923670321,46,1.867641088103938,27,1.0962241169305724,31,1.2586276898091755,65,2.639058059277304,120,4.872107186358099,68,2.7608607389362567,0,0.0,1114,45.22939504669103,574,23.304912708079577,399,16.199756394640684,354,14.372716199756391,322,13.073487616727569,285,11.571254567600487,230,9.33820544051969,165,6.699147381242387,115,4.669102720259845,86,3.491676816889972,0,0.0,12,0.4872107186358099,47,1.908241981323589,86,3.491676816889972
0,1,Slaty_Backed_Gull,False,006.png,Glaucous_Winged_Gull,128.70997643362136,89.9566310496543,31825,17501,16443,93.95463116393348,0,0.0,1,0.0057139592023312,154,0.8799497171590195,560,3.199817153305525,1073,6.13107822410148,1246,7.119593166104794,1182,6.75389977715559,1060,6.056796754471173,2213,12.644991714759158,3363,19.216044797440148,2948,16.84475172847266,1934,11.050797097308724,743,4.245471687332152,232,1.3256385349408606,254,1.451345637392149,322,1.8398948631506773,204,1.1656476772755842,12,0.0685675104279755,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15596,89.11490771955887,13546,77.40129135477972,10545,60.25369978858352,7150,40.85480829666876,5155,29.455459688017825,4120,23.541511913604936,2911,16.6333352379864,1631,9.319467459002343,648,3.70264556311068,126,0.7199588594937433,155,0.8856636763613509,715,4.085480829666876,1788,10.216559053768355,3034,17.33615221987315
0,1,Slaty_Backed_Gull,False,009.png,Glaucous_Winged_Gull,89.0767856693587,99.2105898745936,39747,10765,4262,39.59126799814213,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,208,1.9321876451463076,1522,14.138411518810962,2532,23.520668834184857,2702,25.09986065954482,1635,15.188109614491408,626,5.815141662796099,389,3.613562470970739,308,2.861124013005109,180,1.672085462145843,164,1.5234556432884347,161,1.4955875522526707,166,1.5420343706456108,111,1.03111936832327,55,0.5109150023223409,6,0.0557361820715281,0,0.0,0,0.0,0,0.0,0,0.0,1730,16.07059916395727,208,1.9321876451463076,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,1,Slaty_Backed_Gull,False,014.png,Glaucous_Winged_Gull,99.92140253055972,118.77532287330558,9326,9369,3590,38.31785676166079,3,0.0320204931155939,5,0.0533674885259899,4,0.0426939908207919,4,0.0426939908207919,24,0.2561639449247518,153,1.633045148895293,337,3.596968726651724,824,8.794962109083146,1111,11.85825595047497,1125,12.007684918347742,978,10.438680755683638,882,9.414024975984631,756,8.069164265129682,527,5.624933290639342,411,4.386807556836375,485,5.176646387021027,530,5.656953783754936,376,4.013235137154446,351,3.746397694524496,215,2.2948020066175685,116,1.2381257338029672,77,0.8218593233002456,50,0.5336748852598996,10,0.1067349770519799,15,0.1601024655779699,2465,26.31017184331305,1354,14.451915892838082,530,5.656953783754936,193,2.059985057103213,40,0.4269399082079197,16,0.1707759632831678,12,0.1280819724623759,8,0.0853879816415839,3,0.0320204931155939,0,0.0,12,0.1280819724623759,16,0.1707759632831678,40,0.4269399082079197,193,2.059985057103213
0,1,Slaty_Backed_Gull,False,023.png,Glaucous_Winged_Gull,99.64774140074596,101.31619937694704,2413,3210,1637,50.9968847352025,1,0.0311526479750778,9,0.2803738317757009,15,0.4672897196261681,38,1.1838006230529596,76,2.3676012461059197,164,5.109034267912772,275,8.566978193146417,315,9.813084112149532,358,11.152647975077882,386,12.02492211838006,535,16.666666666666664,430,13.395638629283487,226,7.040498442367602,97,3.021806853582554,46,1.4330218068535825,23,0.7165109034267912,19,0.5919003115264798,24,0.7476635514018692,15,0.4672897196261681,24,0.7476635514018692,11,0.3426791277258567,16,0.4984423676012461,11,0.3426791277258567,16,0.4984423676012461,61,1.9003115264797508,1251,38.97196261682243,893,27.819314641744548,578,18.006230529595015,303,9.439252336448597,139,4.330218068535826,63,1.9626168224299063,25,0.778816199376947,10,0.3115264797507788,1,0.0311526479750778,0,0.0,25,0.778816199376947,63,1.9626168224299063,139,4.330218068535826,303,9.439252336448597
0,1,Slaty_Backed_Gull,False,024.png,Glaucous_Winged_Gull,99.32540237928622,100.94980462879472,2858,3327,1709,51.36759843703036,1,0.0300571085061617,9,0.2705139765554554,16,0.4809137360985873,47,1.4126840997896002,94,2.8253681995792004,178,5.350165314096784,284,8.536218815749926,324,9.738503155996394,364,10.94078749624286,392,11.782386534415387,541,16.260895701833483,434,13.04478509167418,244,7.333934475503456,103,3.095882176134656,46,1.3826269912834386,23,0.6913134956417193,21,0.6311992786293958,27,0.8115419296663661,15,0.4508566275924256,25,0.7514277126540427,13,0.3907424105801022,13,0.3907424105801022,13,0.3907424105801022,18,0.5410279531109108,63,1.8935978358881875,1317,39.58521190261497,953,28.644424406372103,629,18.90592125037572,345,10.36970243462579,167,5.019537120529005,73,2.1941689209498048,26,0.7814848211602045,10,0.300571085061617,1,0.0300571085061617,0,0.0,26,0.7814848211602045,73,2.1941689209498048,167,5.019537120529005,345,10.36970243462579
0,1,Slaty_Backed_Gull,False,028.png,Glaucous_Winged_Gull,106.1674653901028,119.73309702856916,191347,705586,255260,36.17702165292396,0,0.0,0,0.0,0,0.0,0,0.0,117,0.016581961660237,942,0.1335060502901134,7796,1.1048972060103237,18319,2.596281672255402,41808,5.925287633258029,79568,11.276867738305466,146705,20.79193748175276,145217,20.58104894371487,87151,12.351577270524077,55119,7.811804655988072,23246,3.294566502169828,11410,1.6170955772932003,9101,1.2898498552975823,19662,2.786619915928037,31994,4.534387020150627,16702,2.367110458540844,10729,1.5205800568605388,0,0.0,0,0.0,0,0.0,0,0.0,115974,16.43655061183187,55470,7.861550540968783,19447,2.756148789800251,5255,0.7447710130303039,648,0.0918385568874665,8,0.0011338093442897,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,117,0.016581961660237,1059,0.1500880119503505
0,1,Slaty_Backed_Gull,False,032.png,Glaucous_Winged_Gull,74.22688427502304,97.18370083481148,790901,614510,93898,15.28014190167776,0,0.0,0,0.0,0,0.0,2,0.0003254625636686,1201,0.1954402694830027,24461,3.980569884948984,40293,6.5569315389497325,57838,9.412051878732647,117148,19.0636442043254,167929,27.327301427153344,71447,11.626661893215733,38817,6.316740166962295,17769,2.891572146913801,17124,2.786610470130673,32852,5.346048070820654,11248,1.8304014580722847,14395,2.342516802004849,1268,0.2063432653659012,683,0.1111454654928316,35,0.0056955948642007,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43124,7.017623797822655,9206,1.4981041805666304,31,0.0050446697368635,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0003254625636686,1203,0.1957657320466713,25664,4.176335616995655
0,1,Slaty_Backed_Gull,False,058.png,Glaucous_Winged_Gull,99.72705992509364,106.26560273582216,2136,3509,1628,46.39498432601881,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,1.2824166429182102,125,3.562268452550584,589,16.785408948418354,869,24.76489028213166,681,19.407238529495583,384,10.943288686235396,254,7.238529495582788,204,5.813622114562554,180,5.129666571672841,116,3.3057851239669422,18,0.5129666571672842,18,0.5129666571672842,22,0.6269592476489028,4,0.1139925904816187,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,759,21.630094043887148,170,4.844685095468795,45,1.2824166429182102,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,1,Slaty_Backed_Gull,False,081.png,Glaucous_Winged_Gull,90.86547216918784,115.59020949123556,13618,14034,2551,18.17728373948981,0,0.0,0,0.0,3,0.0213766566908935,5,0.0356277611514892,6,0.042753313381787,84,0.5985463873450192,316,2.25167450477412,761,5.422545247256663,1234,8.792931452187544,1752,12.48396750748183,1765,12.5765996864757,1992,14.194100042753313,2776,19.780532991306828,1304,9.291720108308391,519,3.6981616075245833,354,2.5224454895254382,323,2.301553370386205,349,2.486817728373949,281,2.0022801767136955,155,1.1044605956961666,44,0.3135242981331053,11,0.0783810745332763,0,0.0,0,0.0,0,0.0,1269,9.04232578024797,461,3.284879578167308,124,0.8835684765569332,14,0.0997577312241698,9,0.0641299700726806,3,0.0213766566908935,1,0.0071255522302978,0,0.0,0,0.0,0,0.0,3,0.0213766566908935,8,0.0570044178423827,14,0.0997577312241698,98,0.6983041185691892
0,1,Slaty_Backed_Gull,False,086.png,Glaucous_Winged_Gull,105.61652350024444,84.3311779286561,14319,9279,7836,84.44875525379891,0,0.0,0,0.0,0,0.0,60,0.6466214031684449,325,3.5025326004957438,815,8.78327405970471,1156,12.458239034378703,1382,14.893846319646514,2405,25.918741243668496,1323,14.25800193986421,532,5.733376441426878,347,3.739627114990839,540,5.819592628516004,358,3.858174372238388,35,0.3771958185149262,1,0.0107770233861407,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7117,76.70007543916371,5201,56.051298631318026,3114,33.559650824442286,1873,20.18536480224162,818,8.815605129863131,199,2.144627653842009,17,0.1832093975643927,0,0.0,0,0.0,0,0.0,0,0.0,60,0.6466214031684449,385,4.149154003664187,1200,12.932428063368896
0,1,Slaty_Backed_Gull,False,095.png,Glaucous_Winged_Gull,81.629002576371,128.41787863590773,19019,7976,195,2.444834503510531,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0125376128385155,14,0.1755265797392176,137,1.7176529588766298,345,4.325476429287864,1114,13.96690070210632,1296,16.24874623871615,852,10.682046138415243,699,8.763791374122368,683,8.563189568706118,669,8.387662988966902,554,6.945837512537613,592,7.422266800401204,474,5.942828485456369,306,3.8365095285857578,136,1.7051153460381143,69,0.8650952858575728,34,0.4262788365095286,1,0.0125376128385155,0,0.0,0,0.0,27,0.3385155466399197,1,0.0125376128385155,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0125376128385155
0,1,Slaty_Backed_Gull,False,103.png,Glaucous_Winged_Gull,96.29641897381414,110.50859356088114,16001,8262,2889,34.967320261437905,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,101,1.2224642943597193,724,8.763011377390463,762,9.222948438634711,647,7.831033648027112,1066,12.902444928588718,1469,17.780198499152746,1082,13.0961026385863,730,8.835633018639555,376,4.5509561849431135,245,2.9653836843379326,178,2.1544420237230697,140,1.6945049624788189,190,2.299685306221254,174,2.1060275962236745,120,1.4524328249818446,89,1.0772210118615348,121,1.4645364318566934,48,0.5809731299927379,0,0.0,0,0.0,2021,24.461389494069238,1384,16.75139191479061,536,6.487533284918906,32,0.3873154199951585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,101,1.2224642943597193
