Cluster,True_Label,Predicted_Species,Correctly_Clustered,image_name,species,mean_wing_intensity,mean_wingtip_intensity,wing_pixel_count,wingtip_pixel_count,darker_pixel_count,pct_darker_pixels,intensity_0_10,pct_0_10,intensity_10_20,pct_10_20,intensity_20_30,pct_20_30,intensity_30_40,pct_30_40,intensity_40_50,pct_40_50,intensity_50_60,pct_50_60,intensity_60_70,pct_60_70,intensity_70_80,pct_70_80,intensity_80_90,pct_80_90,intensity_90_100,pct_90_100,intensity_100_110,pct_100_110,intensity_110_120,pct_110_120,intensity_120_130,pct_120_130,intensity_130_140,pct_130_140,intensity_140_150,pct_140_150,intensity_150_160,pct_150_160,intensity_160_170,pct_160_170,intensity_170_180,pct_170_180,intensity_180_190,pct_180_190,intensity_190_200,pct_190_200,intensity_200_210,pct_200_210,intensity_210_220,pct_210_220,intensity_220_230,pct_220_230,intensity_230_240,pct_230_240,intensity_240_255,pct_240_255,diff_gt_10,pct_diff_gt_10,diff_gt_20,pct_diff_gt_20,diff_gt_30,pct_diff_gt_30,diff_gt_40,pct_diff_gt_40,diff_gt_50,pct_diff_gt_50,diff_gt_60,pct_diff_gt_60,diff_gt_70,pct_diff_gt_70,diff_gt_80,pct_diff_gt_80,diff_gt_90,pct_diff_gt_90,diff_gt_100,pct_diff_gt_100,dark_lt_30,pct_dark_lt_30,dark_lt_40,pct_dark_lt_40,dark_lt_50,pct_dark_lt_50,dark_lt_60,pct_dark_lt_60
1,0,Glaucous_Winged_Gull,False,001.png,Slaty_Backed_Gull,63.93853953571111,44.3829454671761,11243,5758,4922,85.48106981590831,1070,18.582841264327893,1505,26.137547759638764,410,7.120527961097603,514,8.9267106634248,907,15.75199722125738,447,7.76311219173324,156,2.7092740534907955,69,1.198332754428621,53,0.9204584925321292,34,0.5904828065300451,23,0.399444251476207,14,0.2431399791594303,19,0.329975686002084,12,0.2084056964223688,10,0.1736714136853074,13,0.2257728377908996,20,0.3473428273706148,20,0.3473428273706148,38,0.6599513720041681,100,1.736714136853074,177,3.073984022229941,91,1.5804098645362974,46,0.798888502952414,8,0.1389371309482459,2,0.0347342827370614,4677,81.22612018061827,3819,66.32511288641889,3160,54.880166724557135,2774,48.17645015630427,1931,33.53594998263286,46,0.798888502952414,0,0.0,0,0.0,0,0.0,0,0.0,2985,51.840916985064254,3499,60.767627648489054,4406,76.51962486974644,4853,84.28273706147968
1,0,Glaucous_Winged_Gull,False,002.png,Slaty_Backed_Gull,159.3263241948363,150.17052375152252,3757,2463,1733,70.3613479496549,0,0.0,0,0.0,0,0.0,12,0.4872107186358099,35,1.4210312626877792,39,1.5834348355663823,29,1.1774259033698742,50,2.0300446609825418,65,2.639058059277304,55,2.2330491270807955,37,1.5022330491270808,32,1.2992285830288266,45,1.8270401948842876,175,7.105156313438895,540,21.92448233861145,619,25.131952902963867,288,11.69305724725944,85,3.451075923670321,46,1.867641088103938,27,1.0962241169305724,31,1.2586276898091755,65,2.639058059277304,120,4.872107186358099,68,2.7608607389362567,0,0.0,1114,45.22939504669103,574,23.304912708079577,399,16.199756394640684,354,14.372716199756391,322,13.073487616727569,285,11.571254567600487,230,9.33820544051969,165,6.699147381242387,115,4.669102720259845,86,3.491676816889972,0,0.0,12,0.4872107186358099,47,1.908241981323589,86,3.491676816889972
1,0,Glaucous_Winged_Gull,False,480 (14).png,Slaty_Backed_Gull,63.9390211986391,101.37417218543048,3821,2416,549,22.723509933774835,38,1.5728476821192054,13,0.5380794701986755,49,2.0281456953642385,56,2.3178807947019866,85,3.5182119205298013,188,7.781456953642383,306,12.665562913907284,393,16.266556291390728,279,11.548013245033111,167,6.91225165562914,105,4.346026490066225,73,3.0215231788079477,80,3.3112582781456954,77,3.187086092715232,61,2.524834437086093,50,2.06953642384106,40,1.6556291390728477,34,1.4072847682119205,25,1.03476821192053,34,1.4072847682119205,25,1.03476821192053,44,1.8211920529801324,107,4.428807947019867,64,2.6490066225165565,19,0.7864238410596027,293,12.12748344370861,188,7.781456953642383,126,5.21523178807947,65,2.6903973509933774,46,1.903973509933775,26,1.076158940397351,0,0.0,0,0.0,0,0.0,0,0.0,100,4.13907284768212,156,6.456953642384105,241,9.975165562913906,429,17.75662251655629
1,0,Glaucous_Winged_Gull,False,480 (21).png,Slaty_Backed_Gull,120.49991198732616,94.38631708316264,5681,2441,1836,75.21507578861123,44,1.8025399426464563,32,1.3109381401065137,101,4.137648504711184,144,5.899221630479311,151,6.185989348627611,155,6.349856616140926,189,7.742728390004097,233,9.545268332650553,253,10.364604670217124,171,7.005325686194183,171,7.005325686194183,176,7.210159770585825,137,5.612453912331012,100,4.096681687832855,75,3.0725112658746414,38,1.556739041376485,28,1.1470708725931995,27,1.1061040557148711,16,0.6554690700532568,23,0.9422367882015568,49,2.0073740270380998,75,3.0725112658746414,45,1.843506759524785,0,0.0,8,0.3277345350266284,1657,67.88201556739043,1493,61.163457599344525,1318,53.99426464563704,1082,44.32609586235149,835,34.20729209340434,639,26.177795985251944,487,19.950839819746005,334,13.682916837361736,196,8.029496108152397,84,3.4412126177795987,177,7.251126587464155,321,13.150348217943469,472,19.33633756657108,627,25.686194182712
1,0,Glaucous_Winged_Gull,False,480 (33).png,Slaty_Backed_Gull,98.8292504570384,102.67060998151572,5470,2705,1345,49.72273567467653,47,1.7375231053604434,33,1.21996303142329,93,3.4380776340110906,127,4.695009242144177,147,5.43438077634011,133,4.9168207024029575,154,5.693160813308688,189,6.987060998151572,230,8.502772643253234,216,7.985212569316082,198,7.319778188539741,185,6.839186691312385,179,6.617375231053605,163,6.0258780036968576,174,6.432532347504622,89,3.290203327171904,52,1.9223659889094271,31,1.146025878003697,30,1.1090573012939002,55,2.033271719038817,96,3.54898336414048,75,2.7726432532347505,9,0.33271719038817,0,0.0,0,0.0,1127,41.66358595194085,903,33.38262476894639,713,26.358595194085023,567,20.961182994454717,434,16.044362292051755,292,10.794824399260628,162,5.988909426987061,76,2.809611829944547,45,1.6635859519408502,0,0.0,173,6.395563770794824,300,11.090573012939002,447,16.524953789279113,580,21.441774491682068
1,0,Glaucous_Winged_Gull,False,480 (34).png,Slaty_Backed_Gull,85.3011209895632,61.29551569506727,2587,2230,1814,81.34529147982063,61,2.7354260089686098,196,8.789237668161435,258,11.569506726457398,266,11.928251121076231,205,9.192825112107624,176,7.892376681614349,296,13.273542600896862,257,11.524663677130045,153,6.860986547085202,97,4.349775784753363,54,2.4215246636771304,34,1.5246636771300448,26,1.1659192825112108,20,0.8968609865470852,18,0.8071748878923767,7,0.3139013452914798,16,0.7174887892376681,15,0.672645739910314,25,1.1210762331838564,24,1.0762331838565022,17,0.7623318385650224,7,0.3139013452914798,2,0.0896860986547085,0,0.0,0,0.0,1623,72.78026905829597,1343,60.22421524663677,1072,48.07174887892376,908,40.71748878923766,688,30.85201793721973,404,18.11659192825112,150,6.726457399103139,46,2.062780269058296,0,0.0,0,0.0,515,23.094170403587444,781,35.02242152466368,986,44.2152466367713,1162,52.107623318385656
1,0,Glaucous_Winged_Gull,False,480 (40).png,Slaty_Backed_Gull,80.76870955462505,94.64701195219124,13135,6275,2622,41.78486055776893,117,1.8645418326693228,210,3.346613545816733,211,3.362549800796813,215,3.4262948207171315,246,3.9203187250996017,282,4.49402390438247,436,6.948207171314741,829,13.211155378486056,846,13.48207171314741,787,12.541832669322709,494,7.872509960159363,237,3.7768924302788847,195,3.1075697211155378,148,2.358565737051793,96,1.5298804780876494,67,1.0677290836653386,66,1.051792828685259,75,1.195219123505976,91,1.450199203187251,199,3.1713147410358564,315,5.0199203187251,109,1.7370517928286853,4,0.0637450199203187,0,0.0,0,0.0,1782,28.398406374501995,1315,20.95617529880478,1023,16.302788844621514,772,12.302788844621514,556,8.860557768924302,350,5.577689243027888,125,1.99203187250996,26,0.4143426294820717,0,0.0,0,0.0,538,8.573705179282868,753,12.0,999,15.920318725099602,1281,20.41434262948207
0,1,Slaty_Backed_Gull,False,006.png,Glaucous_Winged_Gull,128.70997643362136,89.9566310496543,31825,17501,16443,93.95463116393348,0,0.0,1,0.0057139592023312,154,0.8799497171590195,560,3.199817153305525,1073,6.13107822410148,1246,7.119593166104794,1182,6.75389977715559,1060,6.056796754471173,2213,12.644991714759158,3363,19.216044797440148,2948,16.84475172847266,1934,11.050797097308724,743,4.245471687332152,232,1.3256385349408606,254,1.451345637392149,322,1.8398948631506773,204,1.1656476772755842,12,0.0685675104279755,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15596,89.11490771955887,13546,77.40129135477972,10545,60.25369978858352,7150,40.85480829666876,5155,29.455459688017825,4120,23.541511913604936,2911,16.6333352379864,1631,9.319467459002343,648,3.70264556311068,126,0.7199588594937433,155,0.8856636763613509,715,4.085480829666876,1788,10.216559053768355,3034,17.33615221987315
0,1,Slaty_Backed_Gull,False,011.png,Glaucous_Winged_Gull,129.8961251362912,107.43372264429074,23846,17638,13364,75.7682276902143,0,0.0,0,0.0,30,0.1700873114865631,620,3.515137770722304,701,3.974373511736024,897,5.085610613448237,907,5.142306383943758,949,5.380428620024946,1135,6.434969951241637,971,5.505159315115092,2472,14.0151944664928,2452,13.901802925501755,2230,12.643156820501192,1627,9.224401859621272,752,4.263521941263182,422,2.392561514910988,351,1.990021544392788,327,1.8539516952035375,384,2.177117587028008,289,1.638507767320558,122,0.6916884000453566,0,0.0,0,0.0,0,0.0,0,0.0,11134,63.12507086971312,8682,49.223267944211365,6210,35.20807347771856,5239,29.702914162603477,4104,23.267944211361836,3155,17.887515591336886,2248,12.74520920739313,1351,7.659598593944891,650,3.6852250822088672,30,0.1700873114865631,30,0.1700873114865631,650,3.6852250822088672,1351,7.659598593944891,2248,12.74520920739313
0,1,Slaty_Backed_Gull,False,028.png,Glaucous_Winged_Gull,106.1674653901028,119.73309702856916,191347,705586,255260,36.17702165292396,0,0.0,0,0.0,0,0.0,0,0.0,117,0.016581961660237,942,0.1335060502901134,7796,1.1048972060103237,18319,2.596281672255402,41808,5.925287633258029,79568,11.276867738305466,146705,20.79193748175276,145217,20.58104894371487,87151,12.351577270524077,55119,7.811804655988072,23246,3.294566502169828,11410,1.6170955772932003,9101,1.2898498552975823,19662,2.786619915928037,31994,4.534387020150627,16702,2.367110458540844,10729,1.5205800568605388,0,0.0,0,0.0,0,0.0,0,0.0,115974,16.43655061183187,55470,7.861550540968783,19447,2.756148789800251,5255,0.7447710130303039,648,0.0918385568874665,8,0.0011338093442897,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,117,0.016581961660237,1059,0.1500880119503505
