region,ones_kl_divergence,ones_mean_slaty,ones_mean_glaucous,ones_mean_diff_pct,trans_kl_divergence,trans_mean_slaty,trans_mean_glaucous,trans_mean_diff_pct
wing,0.01434138674814912,2.484693178878505,2.464029393163266,0.8316433550385407,0.006917286127477374,3.276070733644861,3.280987276938776,0.14984950805728564
wingtip,0.02551201981758242,2.5151694308181822,2.4363748701030925,3.1327734724200242,0.014627202208496707,3.2529531139999994,3.224419808247423,0.8771508457891813
head,0.005245057535120705,2.4481040886021503,2.3947619430851064,2.1789165650837155,0.0028980439883576573,3.199761416344086,3.1485125402127663,1.601646793712342
