image_name,species,mean_wing_intensity,mean_wingtip_intensity,wing_pixel_count,wingtip_pixel_count,darker_pixel_count,pct_darker_pixels,intensity_0_10,pct_0_10,intensity_10_20,pct_10_20,intensity_20_30,pct_20_30,intensity_30_40,pct_30_40,intensity_40_50,pct_40_50,intensity_50_60,pct_50_60,intensity_60_70,pct_60_70,intensity_70_80,pct_70_80,intensity_80_90,pct_80_90,intensity_90_100,pct_90_100,intensity_100_110,pct_100_110,intensity_110_120,pct_110_120,intensity_120_130,pct_120_130,intensity_130_140,pct_130_140,intensity_140_150,pct_140_150,intensity_150_160,pct_150_160,intensity_160_170,pct_160_170,intensity_170_180,pct_170_180,intensity_180_190,pct_180_190,intensity_190_200,pct_190_200,intensity_200_210,pct_200_210,intensity_210_220,pct_210_220,intensity_220_230,pct_220_230,intensity_230_240,pct_230_240,intensity_240_255,pct_240_255,diff_gt_10,pct_diff_gt_10,diff_gt_20,pct_diff_gt_20,diff_gt_30,pct_diff_gt_30,diff_gt_40,pct_diff_gt_40,diff_gt_50,pct_diff_gt_50,diff_gt_60,pct_diff_gt_60,diff_gt_70,pct_diff_gt_70,diff_gt_80,pct_diff_gt_80,diff_gt_90,pct_diff_gt_90,diff_gt_100,pct_diff_gt_100,dark_lt_30,pct_dark_lt_30,dark_lt_40,pct_dark_lt_40,dark_lt_50,pct_dark_lt_50,dark_lt_60,pct_dark_lt_60
025.png,Slaty_Backed_Gull,39.70594470597189,87.56753669215149,551886,350143,125011,35.70284141050942,10183,2.908240347515158,33263,9.499832925404764,33586,9.592080949783375,47979,13.702687187806125,36418,10.400893349288719,24464,6.986859654484025,27795,7.93818525573837,17079,4.877721388118569,6561,1.8738058450404549,4957,1.415707296733049,4286,1.2240713080084422,3988,1.138963223597216,3853,1.1004075477733384,3235,0.9239082317795873,3624,1.035005697672094,3853,1.1004075477733384,4191,1.1969395361323802,4920,1.4051401855813197,6484,1.85181482994091,8220,2.3476122612761072,11881,3.3931850700999306,27124,7.746549267013762,16678,4.7631967510417175,5466,1.5610764744690027,55,0.01570786792824646,77032,22.000154222703294,43446,12.408073272919921,10183,2.908240347515158,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77032,22.000154222703294,125011,35.70284141050942,161429,46.10373475979814,185893,53.090594414282165
027.png,Slaty_Backed_Gull,66.8153349395326,101.57304559084615,383099,235442,66738,28.34583464292692,0,0.0,4,0.0016989322210990393,11550,4.905666788423476,16835,7.150380985550582,8913,3.785645721663934,9606,4.079985728969343,33003,14.017465023232898,42134,17.89570255094673,27903,11.851326441331624,11088,4.709440116886537,6467,2.746748668461872,5844,2.4821399750256967,4624,1.9639656475904894,3174,1.3481027174420877,2664,1.13148885925196,2102,0.8927888821875452,1944,0.8256810594541331,2066,0.8774984921976539,2478,1.0524885109708548,3589,1.524366935381113,5205,2.210735552705125,22177,9.41930496682835,10971,4.65974634941939,1101,0.4676310938575105,0,0.0,42382,18.00103634865487,35106,14.91067863847572,25918,11.008231326611224,6135,2.6057372941106514,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11554,4.907365720644575,28389,12.057746706195156,37302,15.84339242785909,46908,19.923378156828434
028.png,Slaty_Backed_Gull,58.03560694489086,71.40847937652121,354678,246103,163440,66.41121806723201,88,0.03575738613507353,30408,12.355802245401316,22504,9.144138836178348,25858,10.506982848644673,56747,23.058231715988832,30005,12.192049670260014,11394,4.629768836625316,5411,2.198672913373669,3899,1.5842960061437692,3164,1.2856405651292344,2975,1.208843451725497,2697,1.095882618253333,2348,0.9540720755130981,2113,0.8585836011751178,2121,0.8618342726419426,2333,0.9479770665128016,2828,1.1491123635225902,4427,1.79884032295421,12473,5.06820315071332,15296,6.215283844569144,6649,2.7017143228648166,365,0.1483118856738845,0,0.0,0,0.0,0,0.0,130061,52.848197705838615,74207,30.152822192334106,51202,20.805110055545846,27188,11.047406980004308,5,0.002031669666765541,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53000,21.535698467714738,78858,32.04268131635941,135605,55.100913032348245,165610,67.29296270260826
040.png,Slaty_Backed_Gull,81.12430566923119,116.60183604689362,733080,435283,135696,31.174201611365483,1,0.0002297355973010662,10741,2.467590050610752,39410,9.05387988963502,28442,6.534139858436926,23825,5.473450605697902,13573,3.1182012621673714,12154,2.792206449597159,6425,1.4760512126593504,7500,1.7230169797579964,8168,1.8764803587551087,15513,3.56388832093144,33487,7.693155946820804,37676,8.65551836391497,43699,10.039215866459292,41836,9.611218448687406,24700,5.674469253336335,9554,2.1948938966143863,5450,1.252059005290811,4523,1.0390941065927224,5823,1.3377503830841087,10390,2.3869528559580777,17877,4.106983272951161,23910,5.492978131468493,9586,2.202245435728021,1020,0.23433030924708753,129551,29.76247636595043,118172,27.148315004261597,105876,24.323486099847685,83811,19.254370145399662,57037,13.103429263260914,18406,4.228513403923424,42,0.009648895086644781,0,0.0,0,0.0,0,0.0,50152,11.521699675843072,78594,18.055839534279997,102419,23.5292901399779,115992,26.647491402145274
041.png,Slaty_Backed_Gull,58.62670377576907,74.8854144834562,406010,219478,96021,43.749715233417476,67,0.03052697764696234,34191,15.57832675712372,29255,13.32935419495348,12853,5.856167816364283,6771,3.085047248471373,15481,7.053554342576477,25533,11.633512242684917,25090,11.431669688989329,14636,6.668549922999116,8478,3.8628017386708464,4497,2.04895251460283,2523,1.149545740347552,1485,0.6766054000856577,1383,0.630131493817148,1314,0.5986932631060972,1876,0.8547553741149455,2272,1.0351834808044542,6462,2.944258650069711,9540,4.346677115701802,6081,2.7706649413608653,5539,2.523715360992901,3319,1.5122244598547463,760,0.34627616435360264,72,0.03280511030718341,0,0.0,82394,37.54089248125097,75440,34.372465577415504,61784,28.15042965581972,30504,13.898431733476704,45,0.02050319394198963,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63513,28.938207929724165,76366,34.79437574608845,83137,37.87942299455982,98618,44.9329773371363
042.png,Slaty_Backed_Gull,64.07257662759905,55.5518865953535,533946,191456,143980,75.20265752966739,10332,5.396540197225472,56990,29.766630452950025,23085,12.057600701988969,21776,11.373892695971922,16569,8.654207755306702,9592,5.010028413839211,10246,5.35162126023734,5776,3.0168811632960053,4525,2.3634673240849073,2134,1.1146164131706502,1347,0.7035559084071537,981,0.512389269597192,720,0.3760655189704162,691,0.3609184355674411,1172,0.6121510947685107,836,0.4366538525823166,1006,0.5254471001169981,1606,0.8388350325923449,3623,1.8923407989303025,9044,4.723800768845061,7951,4.152912418519137,1409,0.7359393280962727,45,0.02350409493565101,0,0.0,0,0.0,133756,69.86252716028748,121352,63.38375396958048,101342,52.932266421527665,82962,43.332149423366204,44837,23.418957880661875,28,0.014624770182182851,0,0.0,0,0.0,0,0.0,0,0.0,90407,47.22077135216446,112183,58.594664048136394,128752,67.2488718034431,138344,72.2589002172823
043.png,Slaty_Backed_Gull,65.86929012143521,87.55241486838638,534359,273224,79261,29.0095306415249,15515,5.678490908558546,20044,7.3361051737768275,9202,3.367932538869206,10931,4.000746640119463,9253,3.3865985418557667,7648,2.799168447866952,13693,5.011638801862208,38239,13.995476239276197,34611,12.667628026820484,31598,11.564869850379177,19249,7.04513512722162,7481,2.73804643808743,5085,1.8611102977776475,4457,1.6312622610019618,4580,1.6762802682048428,4069,1.4892542382806782,4302,1.5745322519251603,6843,2.504538400726144,8297,3.036702485872398,8164,2.9880244780839162,7095,2.5967704154832667,2855,1.044930167188827,13,0.004758000761280122,0,0.0,0,0.0,69773,25.53692208590753,60916,22.295259567241533,51266,18.763359002137438,41474,15.179486428717828,29833,10.91887974702076,899,0.32903405264544844,0,0.0,0,0.0,0,0.0,0,0.0,44761,16.382528621204578,55692,20.38327526132404,64945,23.76987380317981,72593,26.56904225104676
045.png,Slaty_Backed_Gull,58.28219092063764,76.86232400521764,350355,223089,130165,58.34666881827432,590,0.2644684408464783,30374,13.615193936052428,18219,8.16669580302032,18588,8.332100641448031,34526,15.476334557060186,30792,13.802563102618237,17080,7.65613723670822,10057,4.508066287445818,6504,2.915428371636432,4977,2.2309481865981735,2060,0.9233982849893988,1649,0.7391668795861741,1553,0.6961347264992895,1320,0.5916921049446634,1417,0.6351725096262031,1597,0.7158577966641116,1787,0.8010255996485707,3238,1.4514386634930454,7830,3.5098099861490253,9567,4.288423006064844,7922,3.5510491328572904,8101,3.631286168300544,3040,1.3626848477513458,301,0.13492372999116944,0,0.0,97698,43.79328429460888,65426,29.32730883190117,47066,21.09740955403449,27586,12.365468490154154,66,0.029584605247233164,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49183,22.046358179919228,67771,30.378458821367254,102297,45.854793378427445,133089,59.657356481045674
046.png,Slaty_Backed_Gull,46.63762733546196,80.33048699285271,1171021,349923,160187,45.777785398501955,107,0.030578155765697022,48585,13.88448315772327,53170,15.194771421141223,34015,9.720709984768078,34566,9.878173198103584,31393,8.971402279930157,20393,5.827853556353826,11317,3.2341400822466655,6550,1.8718403763113598,4238,1.2111235900469532,3043,0.8696198878038883,2411,0.6890087247765937,3140,0.8973402720026977,8978,2.5657073127516625,2053,0.5867005026820187,2292,0.6550012431306316,3990,1.1402508551881414,16925,4.836778376957216,29070,8.307541944942173,22532,6.439130894511077,8234,2.3530891081752268,2437,0.6964389308505013,439,0.12545617178636442,45,0.012859972050994076,0,0.0,126427,36.129948588689516,87937,25.130385827739243,22228,6.352254638877695,39,0.011145309110861533,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,101862,29.109832734630192,135877,38.83054271939827,170443,48.70871591750185,201836,57.68011819743201
047.png,Slaty_Backed_Gull,89.91979401744403,91.46054943716616,344301,172431,94606,54.8660043727636,0,0.0,20316,11.782104146006228,20825,12.077294685990339,6693,3.8815526210484195,3827,2.2194385000376964,3232,1.8743729375808296,4439,2.574363078564759,14097,8.175444090679749,21177,12.281434312855577,16517,9.578904025378266,12971,7.522429261559696,7192,4.170943739814766,4052,2.3499254774373517,3030,1.7572246289820275,2059,1.194100828737292,1729,1.0027199285511306,2012,1.1668435490138085,2408,1.3965006292372022,3978,2.3070097604259097,6598,3.826458119479676,5632,3.2662340298438215,7030,4.0769931160870145,2346,1.3605442176870748,271,0.15716431500136285,0,0.0,73429,42.584570059908025,59332,34.40912596922827,54893,31.83476289066351,51661,29.960389953082682,47834,27.74095145304499,41141,23.859398831996568,20316,11.782104146006228,0,0.0,0,0.0,0,0.0,41141,23.859398831996568,47834,27.74095145304499,51661,29.960389953082682,54893,31.83476289066351
055.png,Slaty_Backed_Gull,88.3071012940633,133.12447887122266,482743,363154,85873,23.646442005320058,0,0.0,0,0.0,4076,1.1223888488079437,11012,3.0323223756312747,19459,5.3583328284970015,15747,4.3361769387091975,14174,3.903027365800735,10491,2.888857068901898,12203,3.3602824146229975,12117,3.3366010012281286,17625,4.853312919587833,28810,7.9332734872808786,35562,9.792539804050072,29699,8.178073214118529,30202,8.316581945951304,19117,5.2641579054615955,11522,3.1727586643682844,6826,1.8796433468996625,5832,1.6059302664985102,6547,1.8028164360023573,7643,2.1046167741509114,23351,6.430054467250808,26259,7.230816678323797,12369,3.405993049780534,2509,0.6908914675316808,73923,20.355827004521498,63053,17.36260649751896,48718,13.415245322920855,32687,9.000864646954184,13483,3.7127499628256886,3296,0.9076039366219291,0,0.0,0,0.0,0,0.0,0,0.0,4076,1.1223888488079437,15088,4.154711224439218,34547,9.51304405293622,50294,13.849220991645417
057.png,Slaty_Backed_Gull,92.8257332230051,91.01462457904054,598215,340591,205607,60.367713768126585,23221,6.817854846428707,30261,8.88485015752031,21449,6.29758273119372,15194,4.461069141580371,21392,6.280847115748801,22138,6.499878152975269,19649,5.769089611880526,22449,6.591190019701049,22334,6.5574251815227065,23297,6.840169000355265,23468,6.890375846690018,14487,4.253488788605688,6783,1.9915382379452187,4034,1.1844118018385688,2621,0.7695447031777116,2536,0.7445880836545886,2086,0.6124648038262901,2561,0.7519282658672719,2870,0.8426529180160368,3467,1.0179364692549127,7231,2.1230743031965025,19792,5.8110754541370735,18110,5.317227994867745,8221,2.413745518818759,940,0.2759908511968901,182678,53.63559224994201,160139,47.01797757427531,140521,41.257989788338506,118493,34.79040843709904,95717,28.103208834056097,80339,23.588115951390375,60836,17.861893003631923,33908,9.955635938706543,46,0.013505935271337175,0,0.0,74931,22.000287735142738,90125,26.46135687672311,111517,32.74220399247191,133655,39.24208214544718
061.png,Slaty_Backed_Gull,94.8138311103637,83.77599593186929,285429,190751,143040,74.98781133519614,184,0.09646083113587871,8914,4.673107873615341,11509,6.033520138819718,9232,4.839817353513219,12564,6.586597186908588,21892,11.476741930579657,28356,14.865452867874874,23412,12.27359227474561,19435,10.18867528872719,12464,6.534172822160827,7479,3.9208182394849826,4184,2.1934354210462854,1835,0.9619870931213991,1354,0.7098258986846727,1141,0.5981620017719436,1098,0.5756195249304067,3056,1.6020885866915506,1540,0.8073352171155066,2227,1.1674906029326189,3170,1.6618523625039974,8728,4.5755985551845075,4525,2.3722025048361477,2225,1.1664421156376636,227,0.11900330797741558,0,0.0,125522,65.80411111868352,103223,54.114002023580476,78914,41.37016319704746,54084,28.353193430178607,35462,18.59072822685071,24538,12.86389062180539,15684,8.222237367038705,4855,2.545202908503756,0,0.0,0,0.0,20607,10.803088843570938,29839,15.642906197084159,42403,22.229503383992743,64295,33.7062453145724
072.png,Slaty_Backed_Gull,88.72063988159834,72.66605310209619,483777,208617,144882,69.4487985159407,33,0.015818461582708984,38687,18.5445097954625,35506,17.01970596835349,14929,7.1561761505534065,7366,3.5308723641889204,7139,3.42206052239271,8729,4.18422276228687,17698,8.483488881538896,16169,7.750566828206713,12684,6.080041415608507,8787,4.212024906886783,7079,3.393299683151421,3988,1.911637114904346,3126,1.49843972447116,1498,0.7180622863908502,1051,0.5037940340432467,896,0.4294951993365833,962,0.4611321225020013,1575,0.7549720300838378,2762,1.3239572997406732,5183,2.4844571631266867,7521,3.605171198895584,4010,1.9221827559594857,1229,0.5891178571257376,10,0.00479347320688151,127742,61.23278543934578,111464,53.42996975318407,102799,49.27642521942124,95966,46.0010449771591,88058,42.210366365157206,71982,34.50437883777448,33317,15.970414683367126,23,0.011024988375827474,0,0.0,0,0.0,74226,35.5800342253987,89155,42.736210375952105,96521,46.26708274014103,103660,49.68914326253373
076.png,Slaty_Backed_Gull,81.16147262840532,107.17480898356101,406973,220269,82125,37.28395734306689,1735,0.7876732540666185,21205,9.626865332843023,19693,8.940431926417244,12650,5.742977904289755,12477,5.6644375740571755,6393,2.902360295820111,4548,2.0647481034553206,2880,1.3074922027157703,2492,1.1313439476276734,4202,1.9076674429901619,14090,6.39672400564764,21323,9.680436193926518,24012,10.901216240142734,12835,5.826966118700316,8655,3.929286463369789,4087,1.855458552951164,3051,1.3851245522520192,2618,1.1885467314964884,2763,1.254375331980442,3475,1.5776164598740632,5465,2.481057252722807,12843,5.830598041485638,11392,5.1718580462979356,4955,2.249522175158556,430,0.19521584971103514,79396,36.04501768292406,75149,34.11692067426647,69549,31.574574724541353,57941,26.304654763039736,45670,20.733739200704594,27491,12.48064866140946,2824,1.2820687432185192,0,0.0,0,0.0,0,0.0,42633,19.354970513326887,55283,25.09794841761664,67760,30.762385991673817,74153,33.66474628749393
082.png,Slaty_Backed_Gull,79.05449523287157,87.37430233079259,404751,290073,172384,59.42779920916459,31423,10.8327903665629,37519,12.93433032374609,16588,5.718560500287858,10373,3.5759963871163465,9896,3.411555022356441,17158,5.915062760063846,28363,9.777883498291809,21064,7.261620350739297,10689,3.684934482009701,8010,2.76137386106256,8837,3.0464745081410545,7597,2.6189959079266254,4851,1.6723376529356404,3628,1.2507196464338286,3268,1.1266129560489946,3066,1.0569753131108375,3098,1.0680070189228228,3648,1.2576144625663195,7645,2.6355434666446036,15308,5.277292267808448,14676,5.05941607802174,14827,5.111471939822045,7936,2.7358630413723444,605,0.2085681880078463,0,0.0,151320,52.1661788584253,122957,42.38829536013348,105799,36.473232600069636,95903,33.0616775777132,85530,29.485681190596853,68942,23.76712069030899,31423,10.8327903665629,0,0.0,0,0.0,0,0.0,85530,29.485681190596853,95903,33.0616775777132,105799,36.473232600069636,122957,42.38829536013348
088.png,Slaty_Backed_Gull,83.50509657935103,124.61714344392055,271849,233722,65062,27.837345222101472,0,0.0,3899,1.6682212200819775,11368,4.8638981353916195,12890,5.515099134869631,12130,5.189926493868784,9936,4.251204422347918,6462,2.7648231659835187,5330,2.28048707438752,9284,3.9722405250682433,18302,7.83067062578619,18568,7.944481050136487,16143,6.906923610100889,16581,7.094325737414535,8471,3.624391370944969,6209,2.6565749052292897,5739,2.455481298294555,5661,2.4221083167181523,5350,2.2890442491507006,5131,2.1953431854938774,5984,2.5603066891435122,6837,2.9252701927931475,11529,4.93278339223522,19009,8.133166753664609,12893,5.516382711084108,16,0.00684573981054415,59012,25.24879985623946,53247,22.782194230752776,45424,19.435055322134843,32753,14.013657250922035,19415,8.306877401357168,7399,3.1657268036385107,0,0.0,0,0.0,0,0.0,0,0.0,15267,6.532119355473596,28157,12.047218490343228,40287,17.237144984212012,50223,21.48834940655993
